Job,Marital,Education,Default,HHInsurance,CarLoan,Communication,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,AgeBin,BalanceBin,CallLength,CallLengthBin,CallStartHour,LastContactDate,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum
1833,2,1,2,0,0,0,1,10,1,0,0,0,2892,2839,1,0,67,0,5,179,3,7,31,1
1834,10,2,2,0,0,0,1,20,1,0,0,0,2200,2117,1,0,62,0,4,188,6,7,32,2
1835,10,0,3,0,1,0,1,14,0,0,0,0,3378,3346,1,0,234,0,6,96,6,4,18,1
1836,2,1,2,0,0,0,1,20,1,0,0,0,2442,2503,2,0,856,1,4,265,0,10,46,3
1837,2,1,1,0,1,0,0,22,7,0,0,0,1351,1474,1,0,1017,2,2,103,0,4,20,3
1838,5,2,3,0,0,0,1,19,0,303,1,2,2736,2694,1,0,161,0,5,75,2,3,15,3
1839,5,2,3,0,1,0,2,28,2,327,3,1,744,745,0,0,326,0,1,167,4,6,29,4
1840,10,1,2,0,1,0,1,4,1,221,1,1,4124,4079,1,0,161,0,7,86,3,4,17,0
1841,2,1,2,0,1,0,1,18,0,0,0,0,58,85,0,0,484,0,0,263,5,10,45,2
1842,1,2,3,0,0,0,0,5,0,0,0,0,1797,1725,0,0,42,0,3,174,5,7,30,0
1843,7,1,2,0,0,0,0,16,1,0,0,0,970,964,2,0,310,0,1,126,4,5,23,2
1844,2,1,1,0,1,0,0,15,2,0,0,0,1984,1974,2,0,544,0,3,97,0,4,19,2
1845,11,1,2,0,1,0,1,6,0,66,2,3,1,8,2,0,216,0,0,175,6,7,30,0
1846,2,2,1,0,1,0,1,27,0,0,0,0,3831,3778,1,0,65,0,7,11,3,0,3,3
1847,10,1,2,0,1,0,0,27,0,0,0,0,3876,3834,1,0,193,0,7,108,5,4,20,3
1848,10,2,2,0,0,0,1,25,0,0,0,0,4047,4014,0,0,223,0,7,106,3,4,20,3
1849,6,1,1,0,0,0,1,17,1,0,0,0,1301,1287,2,0,254,0,2,127,5,5,23,2
1850,6,1,1,0,1,0,0,29,1,0,0,0,3887,3846,2,0,209,0,7,110,0,4,21,4
1851,4,1,3,0,0,0,2,12,0,0,0,0,4098,4101,2,0,485,0,7,257,6,10,44,1
1852,10,2,1,0,1,0,0,18,1,0,0,0,590,609,0,0,438,0,1,99,3,4,19,2
1853,5,2,3,0,0,0,1,0,1,0,0,0,4627,4576,0,0,86,0,8,197,3,8,34,0
1854,2,2,2,0,1,0,0,5,5,0,0,0,2680,2617,0,0,67,0,5,116,0,5,22,1
1855,8,2,2,0,1,0,1,17,0,0,0,0,1304,1296,0,0,341,0,2,98,2,4,19,2
1856,1,2,2,0,1,0,1,15,0,250,1,2,1497,1470,1,0,270,0,2,73,5,3,14,2
1857,2,1,2,0,0,0,1,29,0,88,1,3,1032,985,1,0,112,0,1,219,4,8,38,4
1858,2,1,2,0,0,0,0,5,0,0,0,0,1488,1476,1,0,355,0,2,116,0,5,22,1
1859,10,1,2,0,0,0,1,11,3,0,0,0,2903,2898,0,0,432,0,5,180,4,7,31,1
1860,4,1,1,0,0,0,1,17,1,85,2,1,2844,2804,3,0,192,0,5,185,3,7,32,2
1861,2,1,2,0,1,0,0,22,1,0,0,0,2674,2646,1,0,327,0,5,103,0,4,20,3
1862,1,1,2,0,1,0,1,7,3,0,0,0,4372,4352,1,0,320,0,8,89,6,4,17,0
1863,1,2,3,0,0,0,2,27,1,0,0,0,2349,2401,2,0,859,1,4,11,3,0,3,3
1864,5,2,3,0,0,0,1,5,1,0,0,0,202,204,0,0,356,0,0,87,4,4,17,0
1865,5,1,3,0,1,0,1,28,0,0,0,0,3866,3826,2,0,205,0,7,83,4,3,16,4
1866,5,1,2,0,1,0,0,12,1,0,0,0,968,920,2,0,47,0,1,94,4,4,18,1
1867,5,2,3,0,1,0,0,2,0,0,0,0,3727,3665,2,0,63,0,7,113,4,5,21,0
1868,10,2,2,0,0,0,1,19,1,0,0,0,2254,2185,1,0,106,0,4,187,5,7,32,2
1869,8,1,2,0,1,1,1,12,1,0,0,0,2227,2216,0,0,469,0,4,181,5,7,31,1
1870,9,2,2,0,0,0,1,21,0,61,1,3,1597,1572,0,0,218,0,3,102,6,4,19,2
1871,5,1,3,0,0,0,1,9,1,62,2,3,1557,1545,3,0,338,0,3,254,3,10,44,1
1872,1,1,2,0,0,0,1,18,1,246,8,1,3733,3695,2,0,168,0,7,157,1,6,28,3
1873,8,1,2,0,0,0,1,27,3,60,1,3,2733,2726,2,0,384,0,5,11,3,0,3,3
1874,10,1,3,0,0,0,1,11,1,139,1,3,1941,1916,1,0,413,0,3,24,4,1,5,1
1875,8,1,2,0,1,0,1,19,6,0,0,0,4398,4368,2,0,156,0,8,264,6,10,45,2
1876,5,1,3,0,1,0,1,13,4,0,0,0,1444,1450,1,0,457,0,2,182,6,7,31,1
1877,9,2,2,0,0,0,1,7,1,0,0,0,62,78,0,0,408,0,0,146,4,6,26,1
1878,6,0,1,0,0,1,2,20,0,0,0,0,4298,4238,2,0,84,0,8,159,3,6,28,3
1879,10,2,2,0,1,1,1,17,4,0,0,0,2671,2593,0,0,4,0,5,98,2,4,19,2
1880,6,1,2,0,0,0,2,7,0,300,1,3,3828,3804,4,0,245,0,7,146,4,6,26,1
1881,7,0,2,0,1,0,1,17,1,0,0,0,1147,1123,1,0,239,0,2,262,4,10,45,2
1882,10,1,2,1,0,1,1,30,27,0,0,0,748,708,1,0,39,0,1,169,6,6,29,4
1883,2,1,1,1,0,1,1,17,8,0,0,0,1498,1534,1,0,674,1,2,156,0,6,28,3
1884,3,2,3,0,1,0,1,6,0,0,0,0,186,185,0,0,342,0,0,88,5,4,17,0
1885,6,1,1,0,0,0,1,10,3,0,0,0,1025,1000,2,0,242,0,1,179,3,7,31,1
1886,10,1,2,0,1,0,1,17,1,0,0,0,2744,2685,2,0,36,0,5,262,4,10,45,2
1887,2,2,2,0,0,0,2,4,0,56,4,1,495,458,0,0,105,0,0,86,3,4,17,0
1888,10,1,2,0,0,0,1,4,1,0,0,0,4604,4626,1,0,980,1,8,173,4,7,30,0
1889,1,0,3,0,0,0,1,2,0,127,1,1,973,962,1,0,279,0,1,270,5,11,47,0
1890,9,2,2,0,0,0,1,7,0,0,0,0,1416,1386,0,0,164,0,2,203,3,8,35,1
1891,2,0,2,0,0,0,0,2,1,0,0,0,4415,4379,0,0,132,0,8,113,4,5,21,0
1892,4,0,2,0,0,0,1,6,0,0,0,0,398,527,2,0,966,1,0,145,3,6,26,1
1893,5,1,2,0,0,0,1,6,0,307,1,3,576,594,1,0,401,0,1,145,3,6,26,1
1894,9,2,2,0,0,0,1,26,2,157,2,3,679,655,0,0,191,0,1,10,2,0,3,3
1895,5,2,3,0,0,0,1,26,0,0,0,0,1491,1453,0,0,167,0,2,36,5,1,7,3
1896,5,1,3,0,1,1,1,20,3,138,1,1,440,395,0,0,39,0,0,265,0,10,46,3
1897,1,1,2,0,1,0,1,7,0,0,0,0,356,459,1,0,882,1,0,146,4,6,26,1
1898,8,1,1,0,1,0,1,20,5,0,0,0,1661,1743,0,0,887,1,3,159,3,6,28,3
1899,10,1,3,0,0,0,1,16,2,0,0,0,3918,3999,2,0,863,1,7,261,3,10,45,2
1900,5,0,3,0,1,0,1,16,0,0,0,0,3877,3840,2,0,240,0,7,155,6,6,27,2
1901,8,1,2,0,1,0,1,19,0,0,0,0,4010,3962,0,0,146,0,7,75,2,3,15,3
1902,10,0,2,0,1,0,2,11,11,276,5,2,2887,2825,1,0,29,0,5,93,3,4,18,1
1903,1,2,2,0,0,0,1,15,0,0,0,0,3218,3157,0,0,61,0,6,125,3,5,23,2
1904,2,1,1,0,1,0,1,6,2,0,0,0,3942,3948,2,0,482,0,7,145,3,6,26,1
1905,2,1,2,0,0,0,1,16,0,84,1,1,3949,3942,1,0,402,0,7,261,3,10,45,2
1906,6,1,1,0,0,0,1,27,2,0,0,0,4094,4083,3,0,393,0,7,11,3,0,3,3
1907,2,1,1,0,1,0,1,19,1,0,0,0,256,337,1,0,821,1,0,75,2,3,15,3
1908,6,1,1,0,0,0,1,17,2,0,0,0,2758,2802,2,0,711,1,5,127,5,5,23,2
1909,10,2,2,0,1,1,1,30,1,0,0,0,4020,3973,1,0,123,0,7,169,6,6,29,4
1910,10,2,2,0,1,0,1,17,4,0,0,0,2965,2906,1,0,2,0,5,98,2,4,19,2
1911,1,1,2,0,1,0,0,28,2,0,0,0,4304,4337,0,0,742,1,8,109,6,4,20,3
1912,10,2,2,0,1,0,0,3,1,0,0,0,800,788,1,0,262,0,1,114,5,5,21,0
1913,1,0,2,0,1,0,2,7,1,354,3,1,2933,2934,2,0,363,0,5,225,5,9,39,1
1914,5,1,3,0,0,0,1,7,1,117,5,2,3484,3518,1,0,715,1,6,67,4,3,13,1
1915,1,1,2,0,0,0,1,23,0,143,4,3,3930,3876,2,0,132,0,7,33,2,1,7,3
1916,10,1,2,0,1,1,1,5,2,193,2,1,2450,2388,1,0,116,0,4,19,5,1,4,0
1917,2,1,2,0,0,0,1,0,0,0,0,0,1036,1022,1,0,333,0,1,111,2,5,21,0
1918,5,2,3,0,0,0,1,18,2,0,0,0,1061,1161,1,0,985,1,1,186,4,7,32,2
1919,8,1,2,0,1,0,1,6,0,267,2,2,3642,3602,0,0,108,0,7,88,5,4,17,0
1920,10,1,2,0,1,1,1,23,0,211,3,1,1669,1614,2,0,111,0,3,33,2,1,7,3
1921,6,0,3,0,1,0,0,7,3,0,0,0,196,203,2,0,416,0,0,89,6,4,17,0
1922,2,1,2,0,1,0,0,14,7,0,0,0,2691,2631,1,0,70,0,5,96,6,4,18,1
1923,5,1,3,0,0,0,1,18,0,0,0,0,2136,2060,1,0,35,0,4,263,5,10,45,2
1924,11,2,3,0,0,0,1,4,0,64,2,3,4608,4563,1,0,145,0,8,173,4,7,30,0
1925,2,2,2,0,0,0,0,15,2,0,0,0,2258,2198,1,0,182,0,4,125,3,5,23,2
1926,10,2,3,0,1,0,1,18,1,138,1,2,4200,4193,0,0,418,0,8,263,5,10,45,2
1927,1,2,2,0,0,0,1,8,2,0,0,0,2174,2123,1,0,254,0,4,147,5,6,26,1
1928,3,1,2,0,0,0,1,1,1,177,2,1,866,826,2,0,111,0,1,15,1,1,4,0
1929,1,1,2,0,0,0,1,13,2,0,0,0,2402,2338,0,0,72,0,4,152,3,6,27,2
1930,8,1,2,0,1,0,1,16,1,216,1,1,3462,3421,1,0,197,0,6,74,6,3,14,2
1931,5,2,3,0,1,0,1,7,0,0,0,0,2361,2301,0,0,132,0,4,203,3,8,35,1
1932,2,2,2,0,1,0,1,8,0,248,2,2,908,884,0,0,156,0,1,68,5,3,13,1
1933,10,1,2,1,1,0,1,17,1,0,0,0,281,295,0,0,466,0,0,156,0,6,28,3
1934,8,1,1,0,0,0,1,7,1,0,0,0,3349,3309,2,0,202,0,6,176,0,7,31,1
1935,10,1,2,0,1,0,0,11,2,0,0,0,185,138,0,0,61,0,0,93,3,4,18,1
1936,11,2,1,0,0,0,1,3,0,54,3,1,504,483,0,0,188,0,0,85,2,4,17,0
1937,2,2,1,0,1,0,1,20,0,0,0,0,311,289,2,0,212,0,0,265,0,10,46,3
1938,5,1,3,0,1,1,1,27,0,0,0,0,361,326,1,0,131,0,0,11,3,0,3,3
1939,5,2,3,0,1,0,0,11,2,0,0,0,275,273,1,0,319,0,0,93,3,4,18,1
1940,8,1,2,0,1,1,0,2,0,0,0,0,2652,2604,1,0,194,0,5,113,4,5,21,0
1941,5,1,3,0,1,0,1,9,5,29,6,3,1960,1955,1,0,567,0,3,91,1,4,18,1
1942,2,1,2,0,1,1,1,18,0,0,0,0,3809,3777,1,0,191,0,7,263,5,10,45,2
1943,5,2,3,0,1,1,1,16,0,0,0,0,794,768,1,0,137,0,1,261,3,10,45,2
1944,1,2,2,0,0,0,1,22,1,0,0,0,853,891,2,0,616,0,1,161,5,6,28,3
1945,5,1,1,0,1,1,1,6,0,0,0,0,1379,1349,2,0,182,0,2,88,5,4,17,0
1946,11,2,3,0,0,0,2,4,0,0,0,0,3844,3833,0,0,360,0,7,115,6,5,21,0
1947,5,1,3,0,0,0,1,4,0,0,0,0,1251,1236,0,0,237,0,2,18,4,1,4,0
1948,1,2,2,0,1,0,1,28,0,0,0,0,4163,4102,0,0,53,0,8,12,4,0,3,3
1949,1,1,2,0,1,0,1,29,4,0,0,0,539,504,0,0,66,0,1,168,5,6,29,4
1950,8,2,2,0,0,0,1,22,0,0,0,0,3467,3424,2,0,204,0,6,214,4,8,37,3
1951,5,1,3,0,0,0,1,14,1,0,0,0,2173,2135,1,0,342,0,4,6,4,0,1,1
1952,2,1,3,0,1,0,0,6,0,0,0,0,4042,3982,2,0,50,0,7,88,5,4,17,0
1953,4,1,1,0,0,0,1,22,0,145,1,1,2076,2091,4,0,617,0,4,32,1,1,7,3
1954,10,2,2,0,0,0,1,5,0,0,0,0,2517,2439,0,0,124,0,4,19,5,1,4,0
1955,2,1,2,0,1,0,0,1,1,0,0,0,1293,1297,1,0,459,0,2,112,3,5,21,0
1956,1,0,2,0,1,0,1,6,1,0,0,0,4453,4427,1,0,257,0,8,88,5,4,17,0
1957,6,0,1,0,0,0,2,17,2,0,0,0,3139,3115,4,0,347,0,6,98,2,4,19,2
1958,4,1,2,0,1,0,1,22,1,360,1,1,3837,3821,0,0,300,0,7,214,4,8,37,3
1959,6,1,1,0,0,0,1,28,0,0,0,0,2991,2973,2,0,220,0,5,12,4,0,3,3
1960,10,1,2,0,0,1,1,14,0,0,0,0,2693,2656,1,0,209,0,5,72,4,3,14,2
1961,7,1,1,0,1,0,1,14,1,262,3,1,1004,958,2,0,52,0,1,96,6,4,18,1
1962,5,2,3,0,0,0,1,1,1,0,0,0,1296,1283,0,0,271,0,2,140,5,6,25,0
1963,2,1,2,0,0,1,1,28,16,0,0,0,825,789,1,0,19,0,1,195,0,7,34,4
1964,5,2,3,0,0,0,1,17,3,0,0,0,2647,2575,1,0,32,0,5,185,3,7,32,2
1965,10,1,2,0,1,0,1,12,0,284,4,1,3925,3958,0,0,643,1,7,94,4,4,18,1
1966,2,1,2,0,1,1,0,14,0,0,0,0,4147,4222,0,0,831,1,8,96,6,4,18,1
1967,6,1,1,0,0,0,1,23,1,0,0,0,4533,4524,3,0,378,0,8,79,6,3,15,3
1968,5,0,3,0,0,0,1,7,1,140,3,3,3480,3434,1,0,215,0,6,203,3,8,35,1
1969,10,2,2,0,0,0,1,17,3,57,6,2,892,930,1,0,577,0,1,51,4,2,10,2
1970,6,1,2,0,0,0,2,8,0,0,0,0,1168,1168,3,0,389,0,2,273,4,11,48,1
1971,6,1,1,0,0,0,1,8,0,0,0,0,3822,3798,2,0,246,0,7,119,3,5,22,1
1972,8,2,2,0,1,0,1,17,0,0,0,0,993,996,0,0,385,0,1,98,2,4,19,2
1973,5,1,3,0,1,1,0,6,3,0,0,0,3730,3899,0,0,1081,2,7,88,5,4,17,0
1974,5,1,3,0,1,0,1,11,0,0,0,0,3277,3400,1,0,1014,2,6,180,4,7,31,1
1975,2,1,2,0,1,0,1,10,0,0,0,0,3343,3310,1,0,249,0,6,92,2,4,18,1
1976,8,1,2,0,1,1,0,26,0,0,0,0,783,750,1,0,77,0,1,107,4,4,20,3
1977,3,2,2,0,0,0,1,24,2,0,0,0,4306,4250,1,0,136,0,8,163,0,6,29,4
1978,0,2,3,0,0,0,0,16,2,0,0,0,4274,4224,2,0,133,0,8,126,4,5,23,2
1979,8,2,2,0,0,0,0,4,1,0,0,0,2503,2435,1,0,163,0,4,115,6,5,21,0
1980,2,1,1,0,1,0,0,4,1,0,0,0,2215,2143,1,0,120,0,4,86,3,4,17,0
1981,10,2,3,0,0,0,1,5,2,60,2,3,886,861,0,0,213,0,1,174,5,7,30,0
1982,2,1,1,0,1,1,0,14,4,0,0,0,2672,2637,0,0,306,0,5,96,6,4,18,1
1983,10,1,2,0,1,0,0,29,2,0,0,0,1973,1991,1,0,718,1,3,110,0,4,21,4
1984,10,2,2,0,0,0,1,8,1,0,0,0,73,91,0,0,491,0,0,21,1,1,5,1
1985,5,2,3,0,0,0,1,14,0,0,0,0,2565,2500,0,0,176,0,4,124,2,5,23,2
1986,8,0,2,0,0,0,1,0,0,49,2,3,4228,4174,2,0,169,0,8,111,2,5,21,0
1987,3,1,3,0,1,0,1,16,1,144,2,1,349,307,2,0,37,0,0,261,3,10,45,2
1988,11,1,2,0,0,0,1,29,3,0,0,0,1626,1651,1,0,623,0,3,13,5,0,3,3
1989,10,1,2,0,0,0,2,20,0,0,0,0,3466,3394,1,0,14,0,6,237,4,9,41,3
1990,1,1,2,0,0,0,1,20,0,0,0,0,3698,3717,2,0,519,0,7,265,0,10,46,3
1991,4,0,1,1,0,1,1,24,1,0,0,0,498,651,2,0,1023,2,0,163,0,6,29,4
1992,11,1,2,0,1,0,2,5,5,0,0,0,106,52,1,0,13,0,0,19,5,1,4,0
1993,5,2,3,0,0,0,1,28,1,0,0,0,1260,1226,1,0,117,0,2,195,0,7,34,4
1994,2,2,1,0,0,0,2,1,1,0,0,0,3289,3471,1,0,1087,2,6,15,1,1,4,0
1995,9,2,2,0,0,0,1,4,6,0,0,0,2904,2869,0,0,221,0,5,18,4,1,4,0
1996,10,1,2,0,1,1,1,16,0,0,0,0,2972,2923,1,0,48,0,5,261,3,10,45,2
1997,10,1,2,0,1,0,1,17,2,286,4,1,3338,3283,1,0,117,0,6,98,2,4,19,2
1998,10,2,2,0,0,0,0,19,1,0,0,0,261,214,2,0,9,0,0,129,0,5,24,3
1999,5,2,2,0,1,0,1,17,1,275,11,1,4055,4011,0,0,165,0,7,98,2,4,19,2
2000,2,1,1,0,0,0,0,16,2,0,0,0,2633,2583,2,0,188,0,5,126,4,5,23,2
2001,1,2,2,0,1,1,1,17,4,0,0,0,1052,1047,0,0,384,0,1,98,2,4,19,2
2002,5,2,3,0,0,0,1,1,0,0,0,0,484,514,1,0,494,0,0,15,1,1,4,0
2003,10,1,2,0,0,0,0,22,1,0,0,0,3243,3201,2,0,134,0,6,103,0,4,20,3
2004,10,2,2,0,0,0,1,27,1,0,0,0,932,947,0,0,463,0,1,166,3,6,29,4
2005,10,1,2,0,0,0,1,18,3,0,0,0,4018,4027,0,0,537,0,7,186,4,7,32,2
2006,1,1,2,0,0,0,0,4,0,0,0,0,3417,3569,2,0,1044,2,6,86,3,4,17,0
2007,2,1,1,0,1,0,1,16,2,0,0,0,3131,3153,1,0,614,0,6,74,6,3,14,2
2008,2,2,2,0,1,0,0,19,17,0,0,0,2088,2007,0,0,11,0,4,129,0,5,24,3
2009,1,1,2,0,1,0,1,16,1,121,2,2,2343,2269,2,0,75,0,4,261,3,10,45,2
2010,2,1,1,0,1,0,0,11,4,0,0,0,1837,1824,1,0,453,0,3,93,3,4,18,1
2011,1,1,2,0,0,0,1,5,0,0,0,0,2659,2594,1,0,91,0,5,223,3,9,39,1
2012,1,1,2,0,1,0,1,17,1,113,6,2,1129,1075,0,0,46,0,2,262,4,10,45,2
2013,9,2,2,0,0,0,1,23,0,56,7,3,448,456,0,0,376,0,0,104,1,4,20,3
2014,5,2,3,0,0,1,1,21,1,0,0,0,112,101,1,0,327,0,0,160,4,6,28,3
2015,8,2,2,0,1,1,0,8,1,0,0,0,2457,2403,0,0,171,0,4,90,0,4,18,1
2016,10,1,2,0,1,0,1,7,1,0,0,0,3031,2997,1,0,253,0,5,176,0,7,31,1
2017,5,2,3,0,0,0,0,11,1,0,0,0,1111,1062,1,0,50,0,2,93,3,4,18,1
2018,10,2,3,0,1,0,1,28,1,200,3,1,34,38,0,0,223,0,0,12,4,0,3,3
2019,5,1,3,0,0,0,0,19,1,0,0,0,2849,2782,2,0,30,0,5,129,0,5,24,3
2020,5,2,3,0,0,0,1,14,0,71,2,3,3985,4050,0,0,837,1,7,209,3,8,36,2
2021,2,2,2,0,0,0,0,19,0,0,0,0,1870,1828,0,0,256,0,3,100,4,4,19,2
2022,2,1,2,0,1,0,1,23,0,0,0,0,2626,2577,0,0,203,0,5,162,6,6,28,3
2023,8,2,3,0,1,0,1,22,5,0,0,0,319,474,0,0,1019,2,0,161,5,6,28,3
2024,10,1,2,0,1,0,1,19,0,0,0,0,2481,2406,0,0,48,0,4,75,2,3,15,3
2025,1,2,3,0,1,0,1,12,0,79,2,2,2186,2100,1,0,68,0,4,181,5,7,31,1
2026,2,1,2,0,1,1,1,6,0,0,0,0,1452,1407,1,0,107,0,2,145,3,6,26,1
2027,2,2,2,1,0,0,0,22,1,0,0,0,1851,1842,0,0,488,0,3,131,3,5,24,3
2028,5,2,3,0,1,1,1,24,7,0,0,0,85,183,0,0,896,1,0,163,0,6,29,4
2029,6,1,1,0,0,0,1,10,2,92,3,2,217,192,3,0,161,0,0,275,6,11,48,1
2030,9,2,2,0,0,0,2,11,4,60,2,3,3188,3172,0,0,373,0,6,24,4,1,5,1
2031,1,0,2,0,0,0,1,21,2,0,0,0,2325,2256,2,0,107,0,4,160,4,6,28,3
2032,0,1,0,0,1,0,2,21,1,0,0,0,2874,2850,1,0,264,0,5,160,4,6,28,3
2033,1,1,2,1,1,0,0,27,1,0,0,0,3515,3475,0,0,240,0,6,108,5,4,20,3
2034,6,1,1,0,0,0,2,12,0,61,2,2,1586,1542,4,0,130,0,3,257,6,10,44,1
2035,11,2,3,0,0,0,1,10,2,0,0,0,344,369,0,0,517,0,0,23,3,1,5,1
2036,7,2,2,0,0,0,1,27,1,0,0,0,2831,2778,0,0,127,0,5,11,3,0,3,3
2037,8,1,2,0,0,0,1,3,2,0,0,0,2050,2066,1,0,635,0,4,17,3,1,4,0
2038,6,1,1,0,0,0,2,8,1,0,0,0,3676,3658,4,0,337,0,7,273,4,11,48,1
2039,5,0,3,0,1,0,1,0,0,0,0,0,3880,3987,1,0,964,1,7,61,4,3,12,0
2040,1,1,2,0,0,0,1,11,0,0,0,0,3181,3134,2,0,207,0,6,46,5,2,9,1
2041,8,1,2,0,1,0,1,4,0,264,2,1,873,844,1,0,179,0,1,86,3,4,17,0
2042,1,1,2,0,0,0,0,2,1,0,0,0,3461,3419,1,0,182,0,6,113,4,5,21,0
2043,5,1,3,0,0,0,1,21,0,239,2,3,3067,3079,2,0,540,0,5,77,4,3,15,3
2044,1,2,2,0,1,1,0,6,1,0,0,0,3200,3237,1,0,692,1,6,88,5,4,17,0
2045,3,1,2,0,0,1,1,14,3,0,0,0,2041,1990,2,0,204,0,4,153,4,6,27,2
2046,6,1,1,0,0,0,1,15,0,0,0,0,1244,1276,3,0,599,0,2,49,2,2,10,2
2047,7,2,3,0,0,0,1,20,2,0,0,0,2247,2428,1,0,1096,2,4,188,6,7,32,2
2048,10,1,2,0,0,0,1,27,5,0,0,0,4509,4478,1,0,164,0,8,166,3,6,29,4
2049,3,1,3,0,1,0,1,10,1,0,0,0,1205,1181,1,0,188,0,2,149,0,6,27,2
2050,2,1,1,0,1,1,0,7,2,0,0,0,3316,3264,1,0,103,0,6,89,6,4,17,0
2051,11,1,1,0,0,0,1,29,1,0,0,0,3589,3952,2,0,1117,4,6,13,5,0,3,3
2052,5,1,3,0,0,0,1,18,0,60,4,1,3003,2976,1,0,210,0,5,263,5,10,45,2
2053,5,1,3,0,0,0,2,5,3,0,0,0,2961,2937,1,0,234,0,5,174,5,7,30,0
2054,10,2,2,0,1,0,1,4,0,272,3,1,1691,1686,2,0,487,0,3,86,3,4,17,0
2055,10,0,2,0,0,0,1,13,1,0,0,0,618,673,2,0,675,1,1,182,6,7,31,1
2056,2,1,2,0,1,1,1,17,1,227,5,1,207,265,0,0,692,1,0,98,2,4,19,2
2057,5,1,3,0,0,0,1,3,0,0,0,0,1465,1443,1,0,247,0,2,172,3,7,30,0
2058,5,1,3,0,0,0,1,5,1,59,4,3,1867,1830,1,0,298,0,3,174,5,7,30,0
2059,5,1,3,0,1,1,1,29,3,0,0,0,1516,1473,2,0,89,0,3,168,5,6,29,4
2060,6,1,3,0,0,0,2,3,0,59,2,3,1454,1451,3,0,415,0,2,85,2,4,17,0
2061,8,1,2,0,1,0,1,29,2,0,0,0,4251,4210,2,0,246,0,8,168,5,6,29,4
2062,1,2,2,0,0,0,0,17,1,0,0,0,113,169,2,0,727,1,0,127,5,5,23,2
2063,2,1,2,0,1,0,0,28,1,0,0,0,354,418,2,0,741,1,0,109,6,4,20,3
2064,3,0,3,0,0,1,1,6,2,0,0,0,3650,3697,1,0,685,1,7,145,3,6,26,1
2065,5,1,3,0,0,0,1,20,1,0,0,0,1122,1108,1,0,305,0,2,188,6,7,32,2
2066,10,1,2,0,0,0,1,2,0,0,0,0,2152,2144,1,0,464,0,4,270,5,11,47,0
2067,2,1,1,0,1,0,1,11,1,293,1,1,914,932,1,0,449,0,1,93,3,4,18,1
2068,5,1,3,0,1,0,1,5,1,189,2,1,4272,4212,1,0,87,0,8,87,4,4,17,0
2069,5,2,3,0,0,0,0,8,0,0,0,0,4039,4001,1,0,193,0,7,90,0,4,18,1
2070,10,1,3,0,0,0,1,11,2,67,5,3,2019,1968,1,0,183,0,3,180,4,7,31,1
2071,5,1,3,0,1,1,1,17,1,0,0,0,4587,4528,2,0,92,0,8,262,4,10,45,2
2072,5,1,3,0,1,0,2,29,9,0,0,0,4346,4332,2,0,333,0,8,168,5,6,29,4
2073,5,0,3,0,0,0,1,12,1,0,0,0,2735,2675,2,0,55,0,5,181,5,7,31,1
2074,5,2,3,0,1,0,1,29,1,170,1,1,587,564,0,0,141,0,1,285,4,11,51,4
2075,4,1,1,0,1,0,1,13,2,0,0,0,2791,2758,1,0,256,0,5,95,5,4,18,1
2076,5,0,3,0,0,0,1,18,0,0,0,0,653,624,2,0,129,0,1,186,4,7,32,2
2077,10,0,2,0,1,0,0,25,10,0,0,0,403,466,1,0,739,1,0,106,3,4,20,3
2078,2,1,1,0,1,0,1,15,0,0,0,0,1704,1741,0,0,702,1,3,73,5,3,14,2
2079,10,1,2,0,1,0,1,19,2,0,0,0,594,717,0,0,932,1,1,75,2,3,15,3
2080,5,1,3,0,1,0,0,5,0,0,0,0,4033,3975,0,0,37,0,7,144,2,6,26,1
2081,6,1,2,0,0,0,1,17,0,0,0,0,4338,4289,2,0,112,0,8,185,3,7,32,2
2082,5,2,3,0,1,0,1,10,1,0,0,0,316,281,0,0,95,0,0,206,6,8,35,1
2083,2,1,1,0,1,0,0,13,3,0,0,0,3968,3895,1,0,17,0,7,95,5,4,18,1
2084,3,1,2,0,0,0,1,0,0,277,1,3,4462,4429,1,0,228,0,8,111,2,5,21,0
2085,11,1,2,0,0,0,1,18,1,0,0,0,4302,4283,1,0,357,0,8,263,5,10,45,2
2086,2,2,2,0,1,0,1,5,2,0,0,0,3336,3288,1,0,169,0,6,87,4,4,17,0
2087,10,1,2,0,1,0,0,25,5,0,0,0,827,797,0,0,65,0,1,106,3,4,20,3
2088,5,0,3,0,0,0,0,14,21,0,0,0,3323,3269,1,0,79,0,6,96,6,4,18,1
2089,10,2,3,0,0,0,1,12,7,0,0,0,3766,3816,0,0,785,1,7,181,5,7,31,1
2090,10,1,2,0,0,0,1,30,1,0,0,0,998,984,1,0,283,0,1,169,6,6,29,4
2091,1,0,2,0,1,0,0,5,0,0,0,0,3960,3898,1,0,85,0,7,87,4,4,17,0
2092,1,1,2,0,0,0,1,11,5,0,0,0,2631,2570,2,1,95,0,5,180,4,7,31,1
2093,10,2,3,0,1,0,1,11,0,47,3,3,3431,3385,0,0,145,0,6,180,4,7,31,1
2094,10,0,2,0,0,0,1,25,7,0,0,0,1121,1124,2,0,463,0,2,192,4,7,33,3
2095,1,1,2,0,1,0,1,26,0,59,1,3,510,492,2,0,176,0,0,10,2,0,3,3
