,,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_other,Marital_divorced,Marital_married,Marital_single,Education_0,Communication_other,Outcome_NoPrev,Outcome_other
train,2439,0,1,0,16,2,-1,0,13.783333333333333,9,0,5,20,3,1,0,0,1,1,1,1,0
train,2440,0,0,0,17,4,-1,0,3.3666666666666667,13,2,2,7,3,1,1,0,0,1,1,1,0
train,2441,0,0,0,11,3,-1,0,1.5666666666666667,9,3,8,32,2,1,1,0,0,1,1,1,0
train,2442,0,1,0,19,2,-1,0,2.033333333333333,11,3,5,20,3,1,0,0,1,1,1,1,0
train,2443,0,1,0,18,1,172,2,6.483333333333333,17,4,11,46,3,1,0,0,1,1,1,0,1
train,2444,0,1,0,9,1,-1,0,11.033333333333333,9,5,7,27,2,1,1,0,0,1,1,1,0
train,2445,0,1,0,19,1,-1,0,0.35,11,5,11,46,3,1,0,1,0,1,1,1,0
train,2446,0,0,0,2,2,-1,0,0.9833333333333333,15,3,6,22,1,1,0,1,0,1,1,1,0
train,2447,0,0,1,23,1,-1,0,8.816666666666666,17,5,7,29,4,1,1,0,0,1,1,1,0
train,2448,0,0,0,10,1,-1,0,2.65,15,2,2,6,2,1,0,1,0,1,1,1,0
train,2449,0,1,0,27,2,119,1,2.6166666666666667,15,5,8,34,4,1,0,0,1,1,1,0,1
train,2450,0,1,0,20,2,-1,0,9.366666666666667,16,6,11,46,3,1,1,0,0,1,1,1,0
train,2451,0,1,0,3,1,-1,0,3.1166666666666667,15,3,11,44,1,1,1,0,0,1,1,1,0
train,2452,0,0,0,18,2,-1,0,1.7166666666666666,12,4,11,46,3,1,0,1,0,1,1,1,0
train,2453,0,1,0,7,1,-1,0,19.133333333333333,13,5,5,18,1,1,0,1,0,1,1,1,0
train,2454,0,0,0,12,1,104,1,1.8666666666666667,17,4,8,32,2,1,0,1,0,1,1,0,1
train,2455,0,0,0,30,2,-1,0,5.316666666666666,13,3,6,26,5,1,0,0,1,1,1,1,0
train,2456,0,1,0,8,5,347,5,4.7,16,6,5,18,1,1,0,1,0,1,1,0,1
train,2457,0,1,1,5,2,-1,0,2.7333333333333334,9,6,6,22,1,1,0,1,0,1,1,1,0
train,2458,0,0,1,13,4,-1,0,5.4,17,5,8,32,2,1,0,1,0,1,1,1,0
train,2459,0,0,0,7,1,-1,0,3.783333333333333,15,5,5,18,1,1,0,1,0,1,1,1,0
train,2460,0,1,0,30,4,-1,0,2.35,13,3,6,26,5,1,0,0,1,1,1,1,0
train,2461,0,1,0,8,1,-1,0,12.716666666666667,9,6,5,18,1,1,1,0,0,1,1,1,0
train,2462,0,1,0,19,2,174,1,2.1,9,5,11,46,3,1,0,1,0,1,1,0,1
train,2463,0,0,0,8,2,97,1,3.1,14,0,2,6,2,1,1,0,0,1,1,0,1
train,2464,0,0,0,17,3,-1,0,4.0,16,3,11,46,3,1,0,1,0,1,1,1,0
train,2465,0,1,0,20,4,-1,0,2.6,16,6,11,46,3,1,0,1,0,1,1,1,0
train,2466,0,0,0,4,2,-1,0,1.4833333333333334,11,3,2,5,1,1,0,1,0,1,1,1,0
train,2467,0,0,0,22,1,264,1,4.35,14,0,2,8,4,1,1,0,0,1,1,0,1
train,2468,0,1,0,18,2,367,4,0.55,10,2,5,20,3,1,0,0,1,1,1,0,1
train,2469,0,1,1,21,4,-1,0,2.35,10,0,11,47,4,1,0,1,0,1,1,1,0
train,2470,0,1,0,18,2,-1,0,2.95,12,4,11,46,3,1,0,1,0,1,1,1,0
train,2471,0,0,0,13,1,92,2,4.316666666666666,11,6,11,45,2,1,0,1,0,1,1,0,1
train,2472,0,1,0,15,2,-1,0,15.333333333333334,17,6,5,19,2,1,0,1,0,1,1,1,0
train,2473,0,1,0,17,1,-1,0,2.0,17,2,2,7,3,1,0,1,0,1,1,1,0
train,2474,0,1,1,29,9,-1,0,8.5,9,4,7,30,5,1,0,0,1,1,1,1,0
train,2475,0,1,1,27,1,-1,0,12.516666666666667,16,4,5,21,4,1,0,0,1,1,1,1,0
train,2476,0,0,0,21,1,-1,0,7.833333333333333,11,0,11,47,4,1,1,0,0,1,1,1,0
train,2477,0,1,0,27,2,-1,0,1.7666666666666666,12,4,5,21,4,1,0,1,0,1,1,1,0
train,2478,0,0,0,11,6,-1,0,11.616666666666667,17,3,8,32,2,1,0,1,0,1,1,1,0
train,2479,0,0,0,26,1,-1,0,4.883333333333334,14,3,5,21,4,1,0,0,1,1,1,1,0
train,2480,0,0,0,25,2,318,3,4.433333333333334,11,5,6,25,4,1,0,1,0,1,1,0,1
train,2481,0,1,0,7,1,294,1,3.5166666666666666,9,2,9,36,2,1,0,1,0,1,1,0,1
train,2482,0,0,0,29,2,197,2,3.2666666666666666,16,3,12,52,5,1,0,1,0,1,1,0,1
train,2483,0,0,0,30,1,-1,0,4.066666666666666,13,5,4,17,5,1,0,1,0,1,1,1,0
train,2484,0,0,0,12,2,-1,0,10.233333333333333,17,6,6,23,2,1,0,1,0,1,1,1,0
train,2485,0,1,0,14,2,-1,0,10.483333333333333,10,5,5,19,2,1,0,1,0,1,1,1,0
train,2486,0,0,0,12,1,92,5,2.033333333333333,17,4,2,6,2,1,0,1,0,1,1,0,1
train,2487,0,0,0,30,4,-1,0,6.1,17,5,1,4,4,1,0,0,1,1,1,1,0
train,2488,0,0,0,16,1,-1,0,6.45,16,4,9,37,3,1,0,1,0,1,1,1,0
train,2489,0,1,0,4,2,238,7,9.533333333333333,15,3,2,5,1,1,0,1,0,1,1,0,1
train,2490,0,1,0,15,3,-1,0,0.25,9,6,5,19,2,1,0,0,1,1,1,1,0
train,2491,0,1,0,13,1,-1,0,4.066666666666666,10,4,5,19,2,1,0,1,0,1,1,1,0
train,2492,0,1,0,12,1,182,4,3.5833333333333335,9,5,3,10,2,1,0,1,0,1,1,0,1
train,2493,0,1,0,19,4,-1,0,3.183333333333333,14,3,5,20,3,1,0,1,0,1,1,1,0
train,2494,0,1,0,2,1,-1,0,10.433333333333334,9,1,2,5,1,1,0,1,0,1,1,1,0
train,2495,0,1,0,4,1,251,1,3.55,17,3,2,5,1,1,0,1,0,1,1,0,1
train,2496,0,1,0,7,1,-1,0,4.2,10,5,5,18,1,1,0,1,0,1,1,1,0
train,2497,0,1,0,23,4,-1,0,2.4166666666666665,13,0,5,21,4,1,0,1,0,1,1,1,0
train,2498,0,1,1,1,1,-1,0,4.4,9,2,6,22,1,1,0,1,0,1,1,1,0
train,2499,0,0,0,3,1,92,1,3.0833333333333335,17,2,2,5,1,1,0,1,0,1,1,0,1
train,2500,0,0,1,16,1,-1,0,2.216666666666667,12,5,7,28,3,1,0,0,1,1,1,1,0
train,2501,0,0,0,15,2,-1,0,1.6333333333333333,10,4,7,28,3,1,0,0,1,1,1,1,0
train,2502,0,1,0,29,2,-1,0,2.5166666666666666,9,6,5,21,4,1,0,1,0,1,1,1,0
train,2503,0,0,1,24,4,-1,0,30.333333333333332,10,6,7,29,4,1,0,1,0,1,1,1,0
train,2504,0,0,1,5,2,196,1,8.8,9,4,2,5,1,1,0,0,1,1,1,0,1
train,2505,0,0,0,25,1,-1,0,6.55,12,2,5,21,4,1,0,0,1,1,1,1,0
train,2506,0,1,0,17,2,196,1,3.4,9,3,11,46,3,1,0,1,0,1,1,0,1
train,2507,0,0,0,27,1,-1,0,2.466666666666667,17,2,4,17,5,1,0,1,0,1,1,1,0
train,2508,0,0,0,27,2,-1,0,2.0166666666666666,11,5,8,34,4,1,0,1,0,1,1,1,0
train,2509,0,1,0,20,1,-1,0,11.983333333333333,17,4,5,20,3,1,0,1,0,1,1,1,0
train,2510,0,1,0,14,2,358,2,5.533333333333333,12,5,5,19,2,1,0,1,0,1,1,0,1
train,2511,0,1,0,19,3,-1,0,8.15,12,5,11,46,3,1,0,1,0,1,1,1,0
train,2512,0,1,0,28,17,-1,0,3.15,9,6,8,34,4,1,0,1,0,1,1,1,0
train,2513,0,1,0,23,1,-1,0,5.366666666666666,14,0,5,21,4,1,0,0,1,1,1,1,0
train,2514,0,0,0,5,2,-1,0,17.55,17,6,6,22,1,1,0,1,0,1,1,1,0
train,2515,0,1,0,18,2,-1,0,6.916666666666667,14,0,7,29,4,1,0,0,1,1,1,1,0
train,2516,0,1,0,11,2,-1,0,27.483333333333334,12,0,7,28,3,1,0,1,0,1,1,1,0
train,2517,0,0,0,29,1,120,3,5.216666666666667,11,4,1,4,4,1,0,1,0,1,1,0,1
train,2518,0,1,0,21,2,-1,0,5.933333333333334,16,3,7,29,4,1,1,0,0,1,1,1,0
train,2519,1,0,0,8,1,-1,0,1.1666666666666667,13,6,5,18,1,1,0,1,0,1,1,1,0
train,2520,0,1,0,8,3,331,4,2.25,15,5,10,40,2,1,0,0,1,1,1,0,1
train,2521,0,0,0,13,1,-1,0,7.683333333333334,17,5,8,32,2,1,0,0,1,1,1,1,0
train,2522,0,0,0,12,3,187,1,8.516666666666667,16,2,10,41,3,1,0,1,0,1,1,0,1
train,2523,0,0,0,19,1,-1,0,5.6,10,5,11,46,3,1,0,1,0,1,1,1,0
train,2524,0,0,0,18,10,-1,0,2.3333333333333335,13,4,3,11,3,1,0,1,0,1,1,1,0
train,2525,0,0,0,6,2,-1,0,10.616666666666667,10,5,8,31,1,1,0,0,1,1,1,1,0
train,2526,0,1,0,29,2,334,2,16.016666666666666,13,4,4,17,5,1,0,1,0,1,1,0,1
train,2527,0,1,0,23,1,-1,0,2.55,13,0,5,21,4,1,1,0,0,1,1,1,0
train,2528,0,0,0,27,1,-1,0,2.183333333333333,10,3,10,43,5,1,0,1,0,1,1,1,0
train,2529,0,0,0,14,2,-1,0,14.95,12,3,7,28,3,1,1,0,0,1,1,1,0
train,2530,0,1,0,14,1,174,3,12.416666666666666,15,5,5,19,2,1,0,0,1,1,1,0,1
train,2531,0,0,0,12,4,-1,0,1.3333333333333333,12,5,3,10,2,1,0,0,1,1,1,1,0
train,2532,0,1,0,7,1,-1,0,14.916666666666666,10,3,4,14,2,1,0,1,0,1,1,1,0
train,2533,0,0,0,23,5,184,2,1.8166666666666667,9,5,4,16,4,1,1,0,0,1,1,0,1
train,2534,0,1,1,20,3,-1,0,2.05,15,2,4,16,4,1,0,1,0,1,1,1,0
train,2535,0,1,0,18,2,174,1,2.95,10,4,11,46,3,1,0,0,1,1,1,0,1
train,2536,0,1,0,8,3,-1,0,7.516666666666667,12,6,5,18,1,1,0,1,0,1,1,1,0
train,2537,0,1,1,12,1,-1,0,10.2,12,3,5,19,2,1,0,1,0,1,1,1,0
train,2538,0,1,0,18,2,-1,0,0.35,9,2,5,20,3,1,0,0,1,1,1,1,0
train,2539,0,0,0,29,6,-1,0,0.8833333333333333,10,4,7,30,5,1,1,0,0,1,1,1,0
train,2540,0,1,0,4,1,-1,0,5.916666666666667,11,5,6,22,1,1,0,1,0,1,1,1,0
train,2541,0,0,0,18,6,92,5,4.666666666666667,17,5,6,24,3,1,0,0,1,1,1,0,1
train,2542,0,0,0,20,8,-1,0,14.933333333333334,15,5,8,33,3,1,0,1,0,1,1,1,0
train,2543,0,0,0,22,4,-1,0,1.6833333333333333,13,0,8,34,4,1,0,1,0,1,1,1,0
train,2544,0,0,0,26,1,-1,0,7.416666666666667,11,3,5,21,4,1,0,0,1,1,1,1,0
train,2545,0,0,0,20,3,-1,0,1.2,9,4,5,20,3,1,0,0,1,1,1,1,0
train,2546,0,0,0,19,1,-1,0,1.95,15,5,11,46,3,1,0,0,1,1,1,1,0
train,2547,0,1,0,13,2,-1,0,7.766666666666667,16,4,5,19,2,1,0,0,1,1,1,1,0
train,2548,0,0,1,19,1,-1,0,3.6,10,6,6,24,3,1,0,1,0,1,1,1,0
train,2549,0,1,0,12,1,350,5,8.583333333333334,17,3,5,19,2,1,1,0,0,1,1,0,1
train,2550,0,1,0,21,21,-1,0,0.2,13,6,8,33,3,1,0,1,0,1,1,1,0
train,2551,0,1,0,7,1,-1,0,8.016666666666667,13,5,5,18,1,1,0,1,0,1,1,1,0
train,2552,0,1,0,2,3,-1,0,1.3333333333333333,9,3,6,22,1,1,0,1,0,1,1,1,0
train,2553,0,1,0,5,2,-1,0,0.31666666666666665,13,3,5,18,1,1,0,1,0,1,1,1,0
train,2554,0,0,0,20,2,150,2,1.6,11,2,4,16,4,1,0,1,0,1,1,0,1
train,2555,0,0,0,2,1,-1,0,1.85,11,3,6,22,1,1,0,0,1,1,1,1,0
train,2556,0,0,0,13,5,-1,0,7.316666666666666,10,5,2,6,2,1,1,0,0,1,1,1,0
train,2557,1,1,0,17,1,-1,0,18.0,11,6,4,15,3,1,0,0,1,1,1,1,0
train,2558,0,0,0,23,2,107,2,5.7,11,3,6,25,4,1,0,0,1,1,1,0,1
train,2559,0,1,0,8,2,-1,0,4.866666666666666,16,6,5,18,1,1,0,1,0,1,1,1,0
train,2560,1,0,0,14,6,-1,0,1.7166666666666666,12,5,5,19,2,1,0,0,1,1,1,1,0
train,2561,0,0,0,11,1,-1,0,4.233333333333333,14,3,8,32,2,1,1,0,0,1,1,1,0
train,2562,1,1,1,20,1,-1,0,11.516666666666667,14,2,4,16,4,1,0,1,0,1,1,1,0
train,2563,0,1,0,14,2,415,1,4.783333333333333,15,3,7,28,3,1,0,1,0,1,1,0,1
train,2564,0,1,0,18,2,-1,0,6.933333333333334,11,3,2,7,3,1,0,0,1,1,1,1,0
train,2565,0,0,0,18,2,-1,0,3.4166666666666665,12,5,6,24,3,1,0,1,0,1,1,1,0
train,2566,0,0,0,18,1,-1,0,1.75,15,5,6,24,3,1,0,1,0,1,1,1,0
train,2567,0,0,0,17,1,-1,0,8.05,14,4,6,24,3,1,0,1,0,1,1,1,0
train,2568,0,0,0,14,3,-1,0,1.55,10,3,7,28,3,1,1,0,0,1,1,1,0
train,2569,0,0,0,13,1,-1,0,8.816666666666666,11,5,8,32,2,1,1,0,0,1,1,1,0
train,2570,0,0,0,22,3,-1,0,5.216666666666667,15,5,10,42,4,1,0,1,0,1,1,1,0
train,2571,0,0,1,11,8,-1,0,1.7,11,3,8,32,2,1,0,1,0,1,1,1,0
train,2572,0,0,0,4,4,-1,0,14.016666666666667,11,2,5,18,1,1,0,1,0,1,1,1,0
train,2573,0,1,0,2,1,55,6,5.166666666666667,10,3,6,22,1,1,0,1,0,1,1,0,1
train,2574,0,1,1,10,1,-1,0,4.533333333333333,17,6,7,27,2,1,1,0,0,1,1,1,0
train,2575,0,0,0,10,1,93,2,4.25,11,5,9,36,2,1,0,0,1,1,1,0,1
train,2576,0,0,0,30,1,-1,0,12.316666666666666,13,5,4,17,5,1,0,1,0,1,1,1,0
train,2577,0,1,0,12,1,-1,0,7.666666666666667,15,3,5,19,2,1,0,0,1,1,1,1,0
train,2578,0,1,0,8,1,139,5,7.0,15,4,4,14,2,1,0,0,1,1,1,0,1
train,2579,0,0,0,8,1,93,1,2.55,15,5,10,40,2,1,0,1,0,1,1,0,1
train,2580,0,1,0,31,6,-1,0,3.033333333333333,16,6,7,30,5,1,0,1,0,1,1,1,0
train,2581,0,1,0,20,5,-1,0,2.1333333333333333,13,6,11,46,3,1,0,0,1,1,1,1,0
train,2582,0,0,0,20,1,-1,0,0.9,11,0,6,25,4,1,0,0,1,1,1,1,0
train,2583,0,0,0,2,1,-1,0,9.933333333333334,17,3,6,22,1,1,0,0,1,1,1,1,0
train,2584,0,1,0,8,2,-1,0,4.1,15,6,5,18,1,1,0,1,0,1,1,1,0
train,2585,0,1,0,8,1,-1,0,3.3,17,6,5,18,1,1,0,0,1,1,1,1,0
train,2586,0,1,0,20,1,322,2,2.15,10,2,4,16,4,1,0,1,0,1,1,0,1
train,2587,0,0,0,22,1,-1,0,1.1833333333333333,11,6,5,20,3,1,0,0,1,1,1,1,0
train,2588,0,1,0,21,1,-1,0,8.4,16,0,11,47,4,1,0,1,0,1,1,1,0
train,2589,0,0,0,16,1,-1,0,0.65,9,3,6,24,3,1,0,1,0,1,1,1,0
train,2590,0,1,0,15,1,-1,0,17.533333333333335,16,6,5,19,2,1,0,1,0,1,1,1,0
train,2591,0,0,0,14,5,-1,0,7.216666666666667,13,6,8,32,2,1,0,1,0,1,1,1,0
train,2592,0,1,0,15,5,-1,0,10.95,13,6,5,19,2,1,0,1,0,1,1,1,0
train,2593,0,0,1,6,2,-1,0,2.05,14,5,8,31,1,1,0,1,0,1,1,1,0
train,2594,0,1,0,21,1,-1,0,12.633333333333333,12,0,11,47,4,1,0,1,0,1,1,1,0
train,2595,0,0,0,29,7,-1,0,1.9833333333333334,9,4,7,30,5,1,1,0,0,1,1,1,0
train,2596,0,0,0,18,2,-1,0,4.633333333333334,9,4,3,11,3,1,0,0,1,1,1,1,0
train,2597,0,1,0,17,1,-1,0,1.6,14,3,11,46,3,1,0,1,0,1,1,1,0
train,2598,0,1,0,16,4,-1,0,3.4,14,3,6,24,3,1,0,1,0,1,1,1,0
train,2599,0,1,0,13,1,182,2,3.5,12,3,10,41,3,1,1,0,0,1,1,0,1
train,2600,0,0,0,13,1,113,5,2.25,16,5,8,32,2,1,0,1,0,1,1,0,1
train,2601,0,1,0,18,1,-1,0,1.6,17,0,7,29,4,1,0,0,1,1,1,1,0
train,2602,0,0,0,22,2,-1,0,2.0166666666666666,10,0,8,34,4,1,0,0,1,1,1,1,0
train,2603,0,0,0,18,9,-1,0,0.26666666666666666,13,5,6,24,3,1,0,0,1,1,1,1,0
train,2604,0,1,0,29,3,-1,0,2.316666666666667,15,6,5,21,4,1,0,0,1,1,1,1,0
train,2605,0,1,0,16,1,281,1,10.233333333333333,10,5,4,15,3,1,1,0,0,1,1,0,1
train,2606,0,1,0,9,2,-1,0,0.95,15,0,5,19,2,1,0,1,0,1,1,1,0
train,2607,0,0,1,14,2,-1,0,2.5166666666666666,14,3,7,28,3,1,0,1,0,1,1,1,0
train,2608,0,1,0,17,1,-1,0,5.383333333333334,17,2,2,7,3,1,0,1,0,1,1,1,0
train,2609,0,1,0,4,4,91,1,0.8666666666666667,16,2,5,18,1,1,0,1,0,1,1,0,1
train,2610,0,0,1,12,1,-1,0,2.3,10,2,10,41,3,1,0,0,1,1,1,1,0
train,2611,0,1,0,30,7,-1,0,5.2,15,0,5,22,5,1,0,0,1,1,1,1,0
train,2612,0,0,0,22,9,-1,0,10.033333333333333,14,0,8,34,4,1,0,1,0,1,1,1,0
train,2613,0,1,0,4,1,-1,0,3.2333333333333334,16,5,6,22,1,1,0,1,0,1,1,1,0
train,2614,0,0,0,4,6,-1,0,4.45,9,2,5,18,1,1,0,0,1,1,1,1,0
train,2615,0,1,0,17,1,-1,0,7.216666666666667,11,3,11,46,3,1,0,1,0,1,1,1,0
train,2616,0,0,0,18,6,-1,0,0.75,13,3,8,33,3,1,0,1,0,1,1,1,0
train,2617,0,1,0,16,4,-1,0,3.433333333333333,14,0,5,20,3,1,1,0,0,1,1,1,0
train,2618,0,1,0,31,8,-1,0,4.466666666666667,15,2,8,35,5,1,0,0,1,1,1,1,0
train,2619,0,1,0,14,1,-1,0,5.366666666666666,12,5,5,19,2,1,0,0,1,1,1,1,0
train,2620,0,1,0,27,4,-1,0,3.7,17,4,5,21,4,1,0,1,0,1,1,1,0
train,2621,1,0,1,19,1,-1,0,5.5,14,6,6,24,3,1,0,1,0,1,1,1,0
train,2622,0,0,0,18,3,-1,0,1.65,10,5,6,24,3,1,1,0,0,1,1,1,0
train,2623,0,0,0,20,4,-1,0,2.7,12,5,8,33,3,1,0,1,0,1,1,1,0
train,2624,0,1,0,9,1,-1,0,8.583333333333334,15,5,7,27,2,1,0,1,0,1,1,1,0
train,2625,0,1,0,23,2,-1,0,3.5,16,0,5,21,4,1,1,0,0,1,1,1,0
train,2626,0,0,0,22,1,-1,0,3.3333333333333335,13,0,2,8,4,1,0,1,0,1,1,1,0
train,2627,0,0,0,31,2,-1,0,1.95,15,6,7,30,5,1,0,1,0,1,1,1,0
train,2628,0,1,0,21,3,-1,0,0.08333333333333333,14,0,11,47,4,1,0,1,0,1,1,1,0
train,2629,0,0,0,28,2,205,3,18.683333333333334,12,3,1,4,4,1,0,1,0,1,1,0,1
train,2630,0,0,0,5,1,-1,0,2.9166666666666665,16,4,8,31,1,1,1,0,0,1,1,1,0
train,2631,0,0,0,5,2,472,1,6.233333333333333,17,4,8,31,1,1,0,0,1,1,1,0,1
train,2632,0,1,0,8,2,298,4,0.9166666666666666,13,6,5,18,1,1,0,1,0,1,1,0,1
train,2633,0,0,0,28,9,-1,0,8.55,13,5,5,21,4,1,0,1,0,1,1,1,0
train,2634,0,0,1,28,5,-1,0,0.9166666666666666,17,3,7,30,5,1,0,1,0,1,1,1,0
train,2635,0,0,0,7,2,-1,0,5.866666666666666,9,6,8,31,1,1,0,1,0,1,1,1,0
train,2636,0,1,1,16,8,-1,0,4.866666666666666,10,0,5,20,3,1,0,1,0,1,1,1,0
train,2637,0,1,1,21,1,166,1,8.65,12,4,10,42,4,1,0,0,1,1,1,0,1
train,2638,0,1,0,20,4,-1,0,0.3333333333333333,17,2,4,16,4,1,0,0,1,1,1,1,0
train,2639,0,1,0,29,2,-1,0,6.066666666666666,14,6,5,21,4,1,0,1,0,1,1,1,0
train,2640,0,1,1,15,1,-1,0,2.216666666666667,16,6,5,19,2,1,0,1,0,1,1,1,0
train,2641,0,1,0,19,3,-1,0,2.7,16,6,6,24,3,1,0,1,0,1,1,1,0
train,2642,0,1,1,8,1,-1,0,12.133333333333333,9,6,5,18,1,1,1,0,0,1,1,1,0
train,2643,0,1,0,27,1,515,1,7.066666666666666,12,3,10,43,5,1,0,1,0,1,1,0,1
train,2644,0,1,0,29,2,-1,0,10.6,12,4,4,17,5,1,0,1,0,1,1,1,0
train,2645,0,0,0,14,2,-1,0,11.633333333333333,15,6,8,32,2,1,0,1,0,1,1,1,0
train,2646,0,1,0,13,3,-1,0,10.366666666666667,10,4,5,19,2,1,0,0,1,1,1,1,0
train,2647,0,1,0,20,1,-1,0,2.533333333333333,14,4,5,20,3,1,0,0,1,1,1,1,0
train,2648,0,0,0,27,1,-1,0,0.15,16,2,7,30,5,1,0,1,0,1,1,1,0
train,2649,0,1,1,28,8,-1,0,11.066666666666666,14,3,7,30,5,1,0,1,0,1,1,1,0
train,2650,0,0,0,18,13,-1,0,11.983333333333333,17,5,6,24,3,1,0,0,1,1,1,1,0
train,2651,0,1,0,23,5,153,7,4.033333333333333,12,5,4,16,4,1,0,1,0,1,1,0,1
train,2652,0,1,0,5,3,-1,0,12.083333333333334,9,3,5,18,1,1,0,1,0,1,1,1,0
train,2653,0,0,0,2,1,-1,0,8.683333333333334,15,1,2,5,1,1,1,0,0,1,1,1,0
train,2654,0,1,0,3,2,-1,0,8.966666666666667,17,4,6,22,1,1,0,1,0,1,1,1,0
train,2655,0,0,0,18,6,-1,0,1.0666666666666667,17,5,6,24,3,1,0,0,1,1,1,1,0
train,2656,0,1,0,18,1,-1,0,3.35,14,4,3,11,3,1,0,0,1,1,1,1,0
train,2657,0,0,0,7,1,-1,0,6.466666666666667,10,3,7,27,2,1,0,1,0,1,1,1,0
train,2658,0,1,0,13,2,-1,0,2.3666666666666667,13,4,5,19,2,1,0,1,0,1,1,1,0
train,2659,0,1,1,15,5,-1,0,2.6166666666666667,12,6,5,19,2,1,0,0,1,1,1,1,0
train,2660,0,0,0,8,2,-1,0,4.016666666666667,9,1,3,10,2,1,0,0,1,1,1,1,0
train,2661,0,1,0,4,3,-1,0,3.1666666666666665,15,2,5,18,1,1,0,1,0,1,1,1,0
train,2662,0,1,0,23,6,-1,0,1.1666666666666667,13,0,5,21,4,1,0,1,0,1,1,1,0
train,2663,0,0,0,12,1,457,3,5.1,11,4,8,32,2,1,0,1,0,1,1,0,1
train,2664,0,0,0,20,1,-1,0,7.3,11,2,4,16,4,1,0,1,0,1,1,1,0
train,2665,0,1,0,7,2,287,3,30.1,16,5,5,18,1,1,0,1,0,1,1,0,1
train,2666,0,0,1,8,2,-1,0,9.566666666666666,16,4,7,27,2,1,0,0,1,1,1,1,0
train,2667,0,0,0,8,1,98,1,4.35,14,3,9,36,2,1,0,1,0,1,1,0,1
train,2668,0,1,0,12,5,-1,0,8.8,9,3,5,19,2,1,1,0,0,1,1,1,0
train,2669,0,1,0,11,2,-1,0,0.5166666666666667,15,0,7,28,3,1,1,0,0,1,1,1,0
train,2670,0,0,1,18,1,181,1,3.8666666666666667,10,3,2,7,3,1,0,1,0,1,1,0,1
train,2671,0,0,0,6,3,-1,0,4.933333333333334,10,3,10,40,2,1,0,1,0,1,1,1,0
train,2672,0,0,0,12,1,279,1,1.8333333333333333,15,5,11,45,2,1,0,0,1,1,1,0,1
train,2673,0,0,0,15,5,-1,0,14.816666666666666,12,4,7,28,3,1,0,0,1,1,1,1,0
train,2674,0,1,1,2,2,208,1,1.85,13,1,2,5,1,1,0,1,0,1,1,0,1
train,2675,0,0,0,7,15,-1,0,1.3166666666666667,10,3,7,27,2,1,0,1,0,1,1,1,0
train,2676,0,0,0,17,2,-1,0,2.8,12,3,11,46,3,1,0,1,0,1,1,1,0
train,2677,0,0,0,17,6,-1,0,2.4,11,4,6,24,3,1,0,1,0,1,1,1,0
train,2678,0,0,0,22,1,183,4,1.7333333333333334,10,4,4,16,4,1,0,1,0,1,1,0,1
train,2679,0,1,0,20,2,-1,0,2.533333333333333,10,4,5,20,3,1,1,0,0,1,1,1,0
train,2680,0,0,1,17,1,-1,0,2.0833333333333335,15,6,7,28,3,1,0,1,0,1,1,1,0
train,2681,0,1,0,7,2,-1,0,5.533333333333333,11,5,5,18,1,1,0,0,1,1,1,1,0
train,2682,0,1,0,27,1,-1,0,0.35,11,4,5,21,4,1,0,1,0,1,1,1,0
train,2683,0,1,0,4,4,-1,0,5.483333333333333,17,5,6,22,1,1,0,0,1,1,1,1,0
train,2684,0,1,0,16,1,-1,0,15.2,12,0,5,20,3,1,0,0,1,1,1,1,0
train,2685,0,0,0,4,1,-1,0,2.6166666666666667,14,3,8,31,1,1,0,1,0,1,1,1,0
train,2686,0,1,0,16,6,-1,0,4.333333333333333,14,0,5,20,3,1,0,1,0,1,1,1,0
train,2687,0,1,0,4,3,-1,0,17.4,12,0,7,27,2,1,0,0,1,1,1,1,0
train,2688,1,1,0,11,2,266,6,4.683333333333334,17,2,5,19,2,1,0,0,1,1,1,0,1
train,2689,0,1,0,5,2,95,1,1.7166666666666666,17,6,6,22,1,1,1,0,0,1,1,0,1
train,2690,0,0,0,30,2,-1,0,10.866666666666667,13,5,4,17,5,1,0,0,1,1,1,1,0
train,2691,0,0,0,9,1,-1,0,4.666666666666667,17,3,6,23,2,1,0,0,1,1,1,1,0
train,2692,0,1,0,4,1,-1,0,2.6,10,5,6,22,1,1,1,0,0,1,1,1,0
train,2693,0,1,0,6,2,-1,0,2.25,13,5,2,5,1,1,0,0,1,1,1,1,0
train,2694,1,0,0,22,4,-1,0,1.5333333333333334,12,0,8,34,4,1,1,0,0,1,1,1,0
train,2695,0,1,1,18,2,-1,0,10.633333333333333,9,2,5,20,3,1,0,1,0,1,1,1,0
train,2696,0,1,0,5,3,251,2,18.833333333333332,10,4,2,5,1,1,1,0,0,1,1,0,1
train,2697,0,1,0,20,1,-1,0,5.333333333333333,10,4,5,20,3,1,1,0,0,1,1,1,0
train,2698,0,0,0,9,2,-1,0,1.8,15,5,7,27,2,1,0,1,0,1,1,1,0
train,2699,0,1,0,15,3,-1,0,4.066666666666666,16,4,4,15,3,1,0,1,0,1,1,1,0
train,2700,0,0,0,5,1,-1,0,2.5833333333333335,10,4,8,31,1,1,0,1,0,1,1,1,0
train,2701,0,1,1,6,1,363,1,3.2666666666666666,16,2,4,14,2,1,0,0,1,1,1,0,1
