,,Job,Marital,Education,Default,HHInsurance,CarLoan,Communication,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,AgeBin,BalanceBin,CallLength,CallLengthBin,CallStartHour,LastContactDate,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum
train,2506,11,1,2,0,1,0,1,16,1,152,1,1,512,498,1,0,199,0,0,261,3,10,45,2
train,2507,6,1,1,0,0,0,1,26,0,0,0,0,4140,4097,3,0,143,0,8,81,2,3,16,4
train,2508,5,1,3,0,0,0,1,26,1,0,0,0,1348,1311,1,0,116,0,2,193,5,7,33,3
train,2509,2,1,2,0,1,0,0,19,0,0,0,0,4601,4609,0,0,683,1,8,100,4,4,19,2
train,2510,2,1,2,0,1,0,1,13,1,287,2,1,1900,1872,0,0,326,0,3,95,5,4,18,1
train,2511,5,1,3,0,1,0,1,18,2,0,0,0,1911,1899,1,0,480,0,3,263,5,10,45,2
train,2512,2,1,1,0,1,0,1,27,16,0,0,0,459,437,1,0,184,0,0,194,6,7,33,3
train,2513,5,2,3,0,1,0,0,22,0,0,0,0,2702,2687,1,0,316,0,5,103,0,4,20,3
train,2514,4,1,2,0,0,0,0,4,1,0,0,0,4317,4383,1,0,905,1,8,115,6,5,21,0
train,2515,1,2,2,0,1,0,1,17,1,0,0,0,2726,2717,0,0,409,0,5,156,0,6,28,3
train,2516,1,1,2,0,1,0,1,10,1,0,0,0,1944,2073,1,0,1077,2,3,149,0,6,27,2
train,2517,10,1,3,0,0,0,1,28,0,87,3,1,1404,1394,1,0,308,0,2,12,4,0,3,3
train,2518,5,0,3,0,1,0,1,20,1,0,0,0,3784,3764,2,0,350,0,7,159,3,6,28,3
train,2519,2,1,2,1,0,0,0,7,0,0,0,0,2205,2124,1,0,65,0,4,89,6,4,17,0
train,2520,1,2,3,0,1,0,1,7,2,261,4,1,3517,3462,1,0,130,0,6,225,5,9,39,1
train,2521,7,2,3,0,0,0,0,12,0,0,0,0,4463,4462,0,0,454,0,8,181,5,7,31,1
train,2522,11,1,2,0,0,0,1,11,2,143,1,1,3779,3783,2,0,501,0,7,228,2,9,40,2
train,2523,10,1,2,0,0,0,1,18,0,0,0,0,749,751,2,0,330,0,1,263,5,10,45,2
train,2524,6,1,2,0,0,0,1,17,9,0,0,0,2083,2017,4,0,135,0,4,51,4,2,10,2
train,2525,5,2,3,0,0,0,1,5,1,0,0,0,529,576,1,0,615,0,1,174,5,7,30,0
train,2526,1,1,2,0,1,0,1,28,1,264,2,1,2320,2377,0,0,854,1,4,83,4,3,16,4
train,2527,10,0,2,0,1,0,0,22,0,0,0,0,2267,2211,1,0,148,0,4,103,0,4,20,3
train,2528,3,1,2,0,0,0,2,26,0,0,0,0,550,526,0,0,126,0,1,243,3,9,42,4
train,2529,6,0,2,0,0,0,2,13,1,0,0,0,1764,1820,3,0,816,1,3,152,3,6,27,2
train,2530,7,2,3,0,1,0,1,13,0,130,3,1,3574,3617,0,1,704,1,6,95,5,4,18,1
train,2531,10,2,3,0,0,0,1,11,3,0,0,0,1954,1894,0,0,75,0,3,46,5,2,9,1
train,2532,2,1,2,0,1,0,1,6,0,0,0,0,597,684,2,0,814,1,1,66,3,3,13,1
train,2533,6,0,1,0,0,0,1,22,4,140,2,3,312,278,3,0,104,0,0,78,5,3,15,3
train,2534,2,1,2,0,1,1,1,19,2,0,0,0,3276,3226,1,0,118,0,6,75,2,3,15,3
train,2535,8,2,2,0,1,0,1,17,1,130,1,2,959,929,1,0,172,0,1,262,4,10,45,2
train,2536,2,1,2,0,1,0,1,7,2,0,0,0,1744,1734,0,0,444,0,3,89,6,4,17,0
train,2537,2,1,2,0,1,1,1,11,0,0,0,0,1998,1996,1,0,594,0,3,93,3,4,18,1
train,2538,2,2,2,0,1,0,2,17,1,0,0,0,217,172,0,0,16,0,0,98,2,4,19,2
train,2539,4,0,1,0,0,0,2,28,5,0,0,0,861,818,2,0,48,0,1,167,4,6,29,4
train,2540,1,1,2,0,1,0,0,3,0,0,0,0,1341,1331,0,0,349,0,2,114,5,5,21,0
train,2541,8,2,2,0,0,0,2,17,5,59,5,2,4212,4176,0,0,275,0,8,127,5,5,23,2
train,2542,5,1,3,0,0,0,1,19,7,0,0,0,3140,3203,2,0,815,1,6,187,5,7,32,2
train,2543,1,1,1,0,0,0,1,21,3,0,0,0,2398,2335,2,0,96,0,4,189,0,7,33,3
train,2544,9,2,2,0,0,0,1,25,0,0,0,0,1212,1218,0,0,438,0,2,106,3,4,20,3
train,2545,8,2,3,0,0,0,0,19,2,0,0,0,54,32,0,0,67,0,0,100,4,4,19,2
train,2546,1,2,3,0,0,0,1,18,0,0,0,0,3599,3548,0,0,112,0,6,263,5,10,45,2
train,2547,1,2,2,0,1,0,1,12,1,0,0,0,3922,3926,0,0,459,0,7,94,4,4,18,1
train,2548,10,1,2,0,0,1,0,18,0,0,0,0,777,762,2,0,211,0,1,128,6,5,23,2
train,2549,1,0,2,0,1,0,1,11,0,279,5,1,4481,4494,1,0,505,0,8,93,3,4,18,1
train,2550,10,1,3,0,1,0,1,20,20,0,0,0,2143,2059,1,0,7,0,4,188,6,7,32,2
train,2551,2,1,1,0,1,0,0,6,0,0,0,0,2472,2458,1,0,473,0,4,88,5,4,17,0
train,2552,2,1,1,0,1,0,0,1,2,0,0,0,226,193,1,0,75,0,0,112,3,5,21,0
train,2553,10,1,2,0,1,0,0,4,1,0,0,0,2396,2323,1,0,14,0,4,86,3,4,17,0
train,2554,5,1,3,0,0,0,1,19,1,109,2,1,1211,1172,0,0,91,0,2,75,2,3,15,3
train,2555,5,2,3,0,0,0,1,1,0,0,0,0,1412,1372,0,0,106,0,2,112,3,5,21,0
train,2556,1,0,2,0,0,0,1,12,4,0,0,0,940,949,2,0,432,0,1,25,5,1,5,1
train,2557,10,2,2,1,1,0,1,16,0,0,0,0,1084,1163,1,0,915,1,2,74,6,3,14,2
train,2558,5,2,3,0,0,0,1,22,1,74,2,3,1310,1299,0,0,336,0,2,131,3,5,24,3
train,2559,2,1,1,0,1,0,0,7,1,0,0,0,3741,3720,2,0,287,0,7,89,6,4,17,0
train,2560,2,2,2,1,0,0,0,13,5,0,0,0,1839,1778,0,0,98,0,3,95,5,4,18,1
train,2561,2,0,1,0,0,0,2,10,0,0,0,0,2829,2796,2,0,249,0,5,179,3,7,31,1
train,2562,2,1,1,1,1,1,1,19,0,0,0,0,2871,2909,1,0,659,1,5,75,2,3,15,3
train,2563,5,1,2,0,1,0,1,13,1,318,1,1,3170,3138,1,0,282,0,6,152,3,6,27,2
train,2564,10,2,2,0,1,0,1,17,1,0,0,0,1253,1258,0,0,410,0,2,29,3,1,6,2
train,2565,6,1,1,0,0,0,0,17,1,0,0,0,1758,1706,2,0,200,0,3,127,5,5,23,2
train,2566,5,1,1,0,0,0,0,17,0,0,0,0,3520,3465,1,0,100,0,6,127,5,5,23,2
train,2567,5,1,2,0,0,0,0,16,0,0,0,0,2834,2833,1,0,475,0,5,126,4,5,23,2
train,2568,8,0,2,0,0,0,1,13,2,0,0,0,881,837,1,0,88,0,1,152,3,6,27,2
train,2569,1,0,2,0,0,0,1,12,0,0,0,0,1429,1446,1,0,518,0,2,181,5,7,31,1
train,2570,6,1,2,0,0,0,1,21,2,0,0,0,3145,3115,4,0,308,0,6,238,5,9,41,3
train,2571,5,1,3,0,0,1,1,10,7,0,0,0,1479,1431,2,0,97,0,2,179,3,7,31,1
train,2572,2,1,2,0,0,0,1,3,3,0,0,0,1374,1433,1,0,780,1,2,85,2,4,17,0
train,2573,2,1,2,0,1,0,1,1,0,30,6,2,770,771,1,0,305,0,1,112,3,5,21,0
train,2574,2,0,2,0,1,1,1,9,0,0,0,0,4498,4481,1,0,267,0,8,148,6,6,26,1
train,2575,5,2,3,0,0,0,1,9,0,60,2,3,1439,1418,0,0,250,0,2,205,5,8,35,1
train,2576,10,1,3,0,0,0,1,29,0,0,0,0,2147,2183,0,0,699,1,4,84,5,3,16,4
train,2577,1,2,2,0,1,0,0,11,0,0,0,0,3293,3284,0,0,453,0,6,93,3,4,18,1
train,2578,9,2,3,0,1,0,1,7,0,100,5,1,3549,3547,1,0,414,0,6,67,4,3,13,1
train,2579,6,1,1,0,0,0,2,7,0,60,1,3,3346,3299,2,0,148,0,6,225,5,9,39,1
train,2580,2,1,2,0,1,0,2,30,5,0,0,0,3720,3676,2,0,177,0,7,169,6,6,29,4
train,2581,10,2,3,0,1,0,1,19,4,0,0,0,2048,1995,1,0,123,0,4,264,6,10,45,2
train,2582,2,2,2,0,0,0,0,19,0,0,0,0,1403,1358,1,0,49,0,2,129,0,5,24,3
train,2583,11,2,3,0,0,0,1,1,0,0,0,0,4260,4263,1,0,580,0,8,112,3,5,21,0
train,2584,2,1,1,0,1,0,0,7,1,0,0,0,3341,3307,1,0,241,0,6,89,6,4,17,0
train,2585,10,2,2,0,1,0,1,7,0,0,0,0,4431,4399,0,0,193,0,8,89,6,4,17,0
train,2586,4,1,3,0,1,0,1,19,0,253,2,1,910,878,0,0,124,0,1,75,2,3,15,3
train,2587,1,2,2,0,0,0,1,21,0,0,0,0,1223,1186,1,0,66,0,2,102,6,4,19,2
train,2588,7,1,2,0,1,0,1,20,0,0,0,0,4060,4062,1,0,494,0,7,265,0,10,46,3
train,2589,6,1,1,0,0,0,0,15,0,0,0,0,21,3,2,0,34,0,0,125,3,5,23,2
train,2590,2,1,1,0,1,0,0,14,0,0,0,0,3752,3829,1,0,904,1,7,96,6,4,18,1
train,2591,4,1,2,0,0,0,1,13,4,0,0,0,2379,2351,2,0,427,0,4,182,6,7,31,1
train,2592,5,1,3,0,1,0,0,14,4,0,0,0,2211,2223,1,0,634,0,4,96,6,4,18,1
train,2593,6,1,1,0,0,1,1,5,1,0,0,0,3026,2981,2,0,118,0,5,174,5,7,30,0
train,2594,10,1,2,0,1,0,1,20,0,0,0,0,1712,1754,0,0,715,1,3,265,0,10,46,3
train,2595,4,0,1,0,0,0,2,28,6,0,0,0,38,22,1,0,114,0,0,167,4,6,29,4
train,2596,1,2,3,0,0,0,1,17,1,0,0,0,335,322,0,0,273,0,0,51,4,2,10,2
train,2597,2,1,2,0,1,0,1,16,0,0,0,0,2943,2900,1,0,91,0,5,261,3,10,45,2
train,2598,6,1,1,0,1,0,0,15,3,0,0,0,2876,2843,2,0,199,0,5,125,3,5,23,2
train,2599,7,0,3,0,1,0,1,12,0,138,2,3,1937,1880,2,0,205,0,3,229,3,9,40,2
train,2600,1,1,3,0,0,0,1,12,0,80,5,3,3661,3625,1,0,130,0,7,181,5,7,31,1
train,2601,5,2,2,0,1,0,1,17,0,0,0,0,4289,4232,0,0,91,0,8,156,0,6,28,3
train,2602,10,2,3,0,0,0,1,21,1,0,0,0,708,679,0,0,116,0,1,189,0,7,33,3
train,2603,2,2,2,0,0,0,0,17,8,0,0,0,2327,2244,1,0,11,0,4,127,5,5,23,2
train,2604,8,2,2,0,1,0,0,28,2,0,0,0,3474,3420,0,0,134,0,6,109,6,4,20,3
train,2605,2,0,1,0,1,0,1,15,0,217,1,1,962,995,1,0,595,0,1,73,5,3,14,2
train,2606,2,1,2,0,1,0,0,8,1,0,0,0,3585,3525,0,0,52,0,6,90,0,4,18,1
train,2607,2,1,2,0,0,1,1,13,1,0,0,0,2838,2787,1,0,146,0,5,152,3,6,27,2
train,2608,8,1,2,0,1,0,1,16,0,0,0,0,4476,4459,0,0,317,0,8,28,2,1,6,2
train,2609,11,1,2,0,1,0,1,3,3,58,1,2,3737,3674,1,0,47,0,7,85,2,4,17,0
train,2610,10,2,2,0,0,1,1,11,0,0,0,0,981,950,0,0,133,0,1,228,2,9,40,2
train,2611,2,2,2,0,1,0,0,29,6,0,0,0,3251,3228,1,0,307,0,6,110,0,4,21,4
train,2612,8,1,3,0,0,0,1,21,8,0,0,0,3020,3040,1,0,586,0,5,189,0,7,33,3
train,2613,5,1,3,0,1,0,1,3,0,0,0,0,3796,3755,0,0,189,0,7,114,5,5,21,0
train,2614,5,2,3,0,0,0,1,3,5,0,0,0,79,67,0,0,262,0,0,85,2,4,17,0
train,2615,10,1,2,0,1,0,1,16,0,0,0,0,1095,1090,1,0,427,0,2,261,3,10,45,2
train,2616,8,1,3,0,0,0,1,17,5,0,0,0,2532,2443,1,0,40,0,4,185,3,7,32,2
train,2617,2,0,1,0,1,0,0,15,3,0,0,0,2995,2971,1,0,201,0,5,97,0,4,19,2
train,2618,10,2,2,0,1,0,1,30,7,0,0,0,3525,3496,0,0,263,0,6,196,2,7,34,4
train,2619,11,2,1,0,1,0,0,13,0,0,0,0,1588,1574,1,0,316,0,3,95,5,4,18,1
train,2620,1,1,2,0,1,0,0,26,3,0,0,0,4198,4156,1,0,217,0,8,107,4,4,20,3
train,2621,6,1,2,1,0,1,0,18,0,0,0,0,2745,2728,2,0,324,0,5,128,6,5,23,2
train,2622,10,0,2,0,0,0,0,17,2,0,0,0,632,595,1,0,94,0,1,127,5,5,23,2
train,2623,5,1,2,0,0,0,1,19,3,0,0,0,1738,1685,0,0,157,0,3,187,5,7,32,2
train,2624,10,1,2,0,1,0,1,8,0,0,0,0,3293,3296,1,0,505,0,6,147,5,6,26,1
train,2625,7,0,2,0,1,0,0,22,1,0,0,0,3806,3769,1,0,205,0,7,103,0,4,20,3
train,2626,6,1,2,0,0,0,1,21,0,0,0,0,2229,2173,2,0,195,0,4,31,0,1,7,3
train,2627,3,1,3,0,0,0,1,30,1,0,0,0,3149,3096,2,0,112,0,6,169,6,6,29,4
train,2628,11,1,1,0,1,0,1,20,2,0,0,0,3046,2986,1,0,0,0,5,265,0,10,46,3
train,2629,5,1,3,0,0,0,1,27,1,160,3,1,2010,2093,2,0,935,1,3,11,3,0,3,3
train,2630,5,0,3,0,0,0,1,4,0,0,0,0,4011,3972,1,0,170,0,7,173,4,7,30,0
train,2631,2,2,2,0,0,0,1,4,1,339,1,3,4409,4402,1,0,368,0,8,173,4,7,30,0
train,2632,2,1,2,0,1,0,1,7,1,234,4,1,2412,2344,1,0,50,0,4,89,6,4,17,0
train,2633,5,1,3,0,0,0,1,27,8,0,0,0,2324,2325,2,0,503,0,4,108,5,4,20,3
train,2634,8,1,1,0,0,1,1,27,4,0,0,0,4424,4376,2,0,50,0,8,166,3,6,29,4
train,2635,7,1,3,0,0,0,1,6,1,0,0,0,177,176,1,0,346,0,0,175,6,7,30,0
train,2636,2,1,2,0,1,1,0,15,7,0,0,0,1016,1002,1,0,287,0,1,97,0,4,19,2
train,2637,1,2,2,0,1,1,2,20,0,122,1,2,1555,1568,1,0,509,0,3,237,4,9,41,3
train,2638,10,2,3,0,1,0,1,19,3,0,0,0,4249,4169,0,0,15,0,8,75,2,3,15,3
train,2639,2,1,2,0,1,0,0,28,1,0,0,0,2899,2880,1,0,358,0,5,109,6,4,20,3
train,2640,10,1,2,0,1,1,1,14,0,0,0,0,4052,4004,0,0,128,0,7,96,6,4,18,1
train,2641,2,1,2,0,1,0,0,18,2,0,0,0,4038,3995,2,0,157,0,7,128,6,5,23,2
train,2642,2,0,1,0,1,1,1,7,0,0,0,0,240,299,2,0,689,1,0,89,6,4,17,0
train,2643,8,1,2,0,1,0,1,26,0,344,1,1,1575,1580,2,0,418,0,3,243,3,9,42,4
train,2644,2,1,2,0,1,0,1,28,1,0,0,0,1684,1703,1,0,614,0,3,83,4,3,16,4
train,2645,5,1,3,0,0,0,2,13,1,0,0,0,3120,3147,0,0,666,1,6,182,6,7,31,1
train,2646,2,2,1,0,1,0,2,12,2,0,0,0,536,583,0,0,602,0,1,94,4,4,18,1
train,2647,2,2,2,0,1,0,0,19,0,0,0,0,2850,2802,0,0,147,0,5,100,4,4,19,2
train,2648,5,1,3,0,0,0,0,26,0,0,0,0,3935,3864,1,0,4,0,7,165,2,6,29,4
train,2649,5,1,3,0,1,1,1,27,7,0,0,0,2670,2695,0,0,639,1,5,166,3,6,29,4
train,2650,1,2,2,0,0,0,0,17,12,0,0,0,4457,4491,0,0,683,1,8,127,5,5,23,2
train,2651,5,1,3,0,1,0,1,22,4,112,7,1,1835,1794,1,0,237,0,3,78,5,3,15,3
train,2652,2,1,2,0,1,0,1,4,2,0,0,0,4,64,1,0,687,1,0,86,3,4,17,0
train,2653,5,0,3,0,0,0,1,1,0,0,0,0,3414,3423,2,0,511,0,6,15,1,1,4,0
train,2654,2,1,2,0,1,0,0,2,1,0,0,0,4575,4584,0,0,525,0,8,113,4,5,21,0
train,2655,0,2,1,0,0,0,0,17,5,0,0,0,4328,4272,1,0,59,0,8,127,5,5,23,2
train,2656,4,2,3,0,1,0,1,17,0,0,0,0,2572,2523,0,0,196,0,5,51,4,2,10,2
train,2657,4,1,1,0,0,0,2,6,0,0,0,0,585,600,2,0,382,0,1,145,3,6,26,1
train,2658,2,1,1,0,1,0,0,12,1,0,0,0,2567,2498,1,0,137,0,4,94,4,4,18,1
train,2659,5,2,2,0,1,1,0,14,4,0,0,0,1665,1615,2,0,152,0,3,96,6,4,18,1
train,2660,5,2,3,0,0,0,1,7,1,0,0,0,390,362,0,0,236,0,0,42,1,2,9,1
train,2661,1,1,2,0,1,0,1,3,2,0,0,0,3110,3068,1,0,185,0,6,85,2,4,17,0
train,2662,5,1,3,0,1,0,0,22,5,0,0,0,2553,2463,0,0,65,0,4,103,0,4,20,3
train,2663,5,1,1,0,0,0,1,11,0,333,3,1,1280,1265,2,0,301,0,2,180,4,7,31,1
train,2664,10,1,2,0,0,0,1,19,0,0,0,0,1279,1285,2,0,431,0,2,75,2,3,15,3
train,2665,1,1,2,0,1,0,1,6,1,223,3,2,3990,4193,1,0,1089,2,7,88,5,4,17,0
train,2666,10,2,2,0,0,1,1,7,1,0,0,0,3921,3936,0,0,558,0,7,146,4,6,26,1
train,2667,2,1,2,0,0,0,1,7,0,65,1,3,2705,2677,1,0,256,0,5,203,3,8,35,1
train,2668,7,0,3,0,1,0,1,11,4,0,0,0,416,438,1,0,517,0,0,93,3,4,18,1
train,2669,4,0,1,0,1,0,2,10,1,0,0,0,3409,3355,1,0,26,0,6,149,0,6,27,2
train,2670,6,1,2,0,0,1,1,17,0,137,1,3,706,698,3,0,227,0,1,29,3,1,6,2
train,2671,5,1,3,0,0,0,1,5,2,0,0,0,882,864,1,0,291,0,1,223,3,9,39,1
train,2672,11,2,2,0,0,0,1,11,0,215,1,1,3215,3160,0,0,105,0,6,256,5,10,44,1
train,2673,9,2,3,0,0,0,1,14,4,0,0,0,1830,1868,0,0,809,1,3,153,4,6,27,2
train,2674,10,1,2,0,1,1,2,1,1,162,1,1,2117,2051,1,0,106,0,4,15,1,1,4,0
train,2675,5,1,3,0,0,0,2,6,14,0,0,0,829,799,2,0,74,0,1,145,3,6,26,1
train,2676,6,1,2,0,0,0,1,16,1,0,0,0,1750,1690,2,0,163,0,3,261,3,10,45,2
train,2677,1,1,2,0,0,0,0,16,5,0,0,0,1099,1057,1,0,139,0,2,126,4,5,23,2
train,2678,1,1,3,0,0,0,1,21,0,139,4,1,695,661,0,0,99,0,1,77,4,3,15,3
train,2679,5,0,1,0,1,0,0,19,1,0,0,0,903,874,1,0,147,0,1,100,4,4,19,2
train,2680,1,1,2,0,0,1,1,16,0,0,0,0,3109,3056,1,0,120,0,6,155,6,6,27,2
train,2681,9,2,2,0,1,0,0,6,1,0,0,0,1230,1226,0,0,326,0,2,88,5,4,17,0
train,2682,1,1,2,0,1,0,0,26,0,0,0,0,1322,1280,0,0,16,0,2,107,4,4,20,3
train,2683,2,2,1,0,1,0,0,3,3,0,0,0,4537,4517,0,0,323,0,8,114,5,5,21,0
train,2684,10,2,2,0,1,0,0,15,0,0,0,0,1879,1924,0,0,826,1,3,97,0,4,19,2
train,2685,0,1,0,0,0,0,1,3,0,0,0,0,2894,2852,2,0,152,0,5,172,3,7,30,0
train,2686,2,1,2,0,1,0,0,15,5,0,0,0,2809,2776,2,0,255,0,5,97,0,4,19,2
train,2687,2,2,2,0,1,0,1,3,2,0,0,0,1694,1784,0,0,902,1,3,142,0,6,26,1
train,2688,5,2,3,1,1,0,1,10,1,204,6,1,4428,4409,2,0,276,0,8,92,2,4,18,1
train,2689,5,0,3,0,1,0,1,4,1,62,1,2,4231,4161,2,0,98,0,8,115,6,5,21,0
train,2690,1,2,2,0,0,0,1,29,1,0,0,0,2287,2302,2,0,629,0,4,84,5,3,16,4
train,2691,5,2,2,0,0,0,0,8,0,0,0,0,4516,4497,1,0,275,0,8,119,3,5,22,1
train,2692,2,0,2,0,1,0,0,3,0,0,0,0,645,615,0,0,151,0,1,114,5,5,21,0
train,2693,4,2,3,0,1,0,1,5,1,0,0,0,2521,2444,0,0,130,0,4,19,5,1,4,0
train,2694,5,0,3,1,0,0,1,21,3,0,0,0,1558,1513,1,0,87,0,3,189,0,7,33,3
train,2695,7,1,2,0,1,1,1,17,1,0,0,0,51,97,0,0,616,0,0,98,2,4,19,2
train,2696,1,0,2,0,1,0,1,4,2,190,2,3,745,853,1,0,940,1,1,18,4,1,4,0
train,2697,10,0,2,0,1,0,0,19,0,0,0,0,593,596,1,0,315,0,1,100,4,4,19,2
train,2698,1,1,1,0,0,0,1,8,1,0,0,0,3262,3210,2,0,103,0,6,147,5,6,26,1
train,2699,2,1,2,0,1,0,1,14,2,0,0,0,3715,3683,1,0,239,0,7,72,4,3,14,2
train,2700,6,1,2,0,0,0,1,4,0,0,0,0,1042,1005,2,0,150,0,1,173,4,7,30,0
train,2701,7,2,3,0,1,1,1,5,0,292,1,1,3816,3782,0,0,191,0,7,65,2,3,13,1
train,2702,5,0,2,0,1,0,0,13,2,0,0,0,1578,1613,2,0,705,1,3,95,5,4,18,1
train,2703,1,0,2,0,1,1,0,28,0,0,0,0,1141,1142,1,0,479,0,2,109,6,4,20,3
train,2704,5,2,2,0,0,0,0,12,0,0,0,0,2355,2271,1,0,4,0,4,181,5,7,31,1
train,2705,8,2,2,0,0,1,1,28,1,0,0,0,245,210,1,0,87,0,0,12,4,0,3,3
train,2706,5,0,3,0,1,0,0,2,3,0,0,0,1221,1190,2,0,104,0,2,113,4,5,21,0
train,2707,8,1,2,0,1,0,0,25,0,0,0,0,4289,4229,1,0,57,0,8,106,3,4,20,3
train,2708,5,1,3,0,0,0,1,25,0,0,0,0,2053,2034,1,0,395,0,4,106,3,4,20,3
train,2709,2,1,1,0,1,0,1,6,0,0,0,0,4123,4068,1,0,97,0,7,88,5,4,17,0
train,2710,3,1,2,0,1,0,0,10,1,0,0,0,1098,1086,1,0,388,0,2,120,5,5,22,1
train,2711,2,1,1,0,1,0,0,5,11,0,0,0,3756,3734,1,0,283,0,7,116,0,5,22,1
train,2712,2,1,2,0,1,1,0,12,4,0,0,0,2707,2681,0,0,250,0,5,94,4,4,18,1
train,2713,2,2,1,0,1,1,1,5,0,0,0,0,4546,4523,0,0,300,0,8,87,4,4,17,0
train,2714,1,1,2,0,1,1,1,21,0,76,3,1,4450,4451,1,0,452,0,8,130,2,5,24,3
train,2715,2,2,2,0,0,0,1,23,1,328,1,1,3775,3737,0,0,219,0,7,215,5,8,37,3
train,2716,1,2,2,0,1,1,0,3,2,0,0,0,1671,1669,0,0,437,0,3,114,5,5,21,0
train,2717,4,2,2,0,0,0,0,18,1,0,0,0,1598,1551,1,0,86,0,3,128,6,5,23,2
train,2718,5,2,3,0,1,0,1,25,0,340,3,1,3348,3318,1,0,252,0,6,192,4,7,33,3
train,2719,6,1,2,0,0,0,1,6,1,0,0,0,2011,1953,2,0,121,0,3,175,6,7,30,0
train,2720,6,1,1,0,0,0,1,8,0,0,0,0,509,488,3,0,171,0,0,43,2,2,9,1
train,2721,10,2,2,0,0,0,1,18,3,0,0,0,1138,1100,1,0,85,0,2,186,4,7,32,2
train,2722,9,2,3,0,1,0,1,28,0,194,2,2,1986,1950,0,0,350,0,3,12,4,0,3,3
train,2723,4,1,2,0,1,0,1,28,2,0,0,0,3569,3550,2,0,283,0,6,245,5,9,42,4
train,2724,8,1,2,0,1,0,1,23,1,0,0,0,1507,1521,1,0,521,0,2,162,6,6,28,3
train,2725,9,2,2,0,1,0,1,15,2,156,5,1,3634,3589,1,0,70,0,7,27,1,1,6,2
train,2726,9,2,3,0,1,0,0,22,2,0,0,0,3295,3274,0,0,366,0,6,103,0,4,20,3
train,2727,1,2,3,0,1,0,1,10,0,286,1,2,2762,2718,0,0,190,0,5,92,2,4,18,1
train,2728,10,0,2,0,1,0,1,17,2,145,1,1,2459,2398,1,0,149,0,4,262,4,10,45,2
train,2729,6,1,2,0,0,1,1,24,0,0,0,0,1179,1154,2,0,229,0,2,163,0,6,29,4
train,2730,4,1,2,0,1,0,1,28,3,0,0,0,2359,2314,1,0,213,0,4,167,4,6,29,4
train,2731,5,1,3,0,0,0,1,16,0,140,4,3,2886,2852,2,0,221,0,5,261,3,10,45,2
train,2732,9,2,2,0,0,0,0,26,0,0,0,0,4459,4419,0,0,146,0,8,107,4,4,20,3
train,2733,5,0,3,0,1,0,0,12,1,0,0,0,2460,2413,1,0,227,0,4,94,4,4,18,1
train,2734,10,2,2,0,1,0,0,15,0,0,0,0,1845,1875,0,0,738,1,3,97,0,4,19,2
train,2735,5,1,2,0,0,1,1,16,1,110,2,1,2730,2697,1,0,206,0,5,261,3,10,45,2
train,2736,6,1,3,0,1,1,0,14,2,0,0,0,2573,2533,2,0,285,0,5,96,6,4,18,1
train,2737,5,0,3,0,1,0,1,21,0,0,0,0,4007,4159,1,0,1053,2,7,160,4,6,28,3
train,2738,5,2,3,0,0,0,1,29,2,0,0,0,2409,2337,2,0,17,0,4,168,5,6,29,4
train,2739,10,0,2,0,0,0,1,18,0,0,0,0,3460,3409,2,0,126,0,6,235,2,9,41,3
train,2740,10,1,3,0,0,0,1,29,0,72,3,1,1680,1628,0,0,102,0,3,268,2,10,47,4
train,2741,2,1,1,0,0,0,1,27,4,0,0,0,4087,4087,1,0,453,0,7,194,6,7,33,3
train,2742,6,0,2,0,0,0,1,18,0,0,0,0,3791,3765,2,0,329,0,7,186,4,7,32,2
train,2743,10,1,2,0,1,0,0,20,1,0,0,0,4288,4253,1,0,293,0,8,101,5,4,19,2
train,2744,3,1,3,0,1,1,1,21,1,0,0,0,3639,3601,2,0,116,0,7,160,4,6,28,3
train,2745,2,2,2,0,1,0,1,7,0,274,1,2,2938,2902,0,0,134,0,5,89,6,4,17,0
train,2746,6,0,1,0,0,0,1,8,0,137,5,3,4522,4492,3,0,236,0,8,43,2,2,9,1
train,2747,10,0,2,0,1,0,0,28,0,0,0,0,4433,4385,2,0,85,0,8,109,6,4,20,3
train,2748,5,1,3,0,1,0,0,8,0,0,0,0,2518,2471,0,0,318,0,4,90,0,4,18,1
train,2749,5,1,2,0,1,0,0,8,1,0,0,0,2078,2021,1,0,199,0,4,90,0,4,18,1
train,2750,5,0,3,0,0,0,2,9,6,0,0,0,2860,2835,2,0,222,0,5,148,6,6,26,1
train,2751,5,2,3,0,1,0,1,7,0,126,1,1,1605,1588,1,0,280,0,3,89,6,4,17,0
train,2752,1,2,2,0,0,0,1,24,0,78,1,1,2981,2951,0,0,154,0,5,105,2,4,20,3
train,2753,5,1,3,0,0,0,1,19,5,57,1,3,1024,1016,2,0,371,0,1,187,5,7,32,2
train,2754,1,1,3,0,1,0,1,7,0,0,0,0,4482,4438,1,0,81,0,8,118,2,5,22,1
train,2755,7,2,2,0,0,0,1,21,1,0,0,0,4370,4314,2,0,35,0,8,189,0,7,33,3
train,2756,5,1,2,0,1,0,1,10,3,0,0,0,1402,1449,1,0,694,1,2,179,3,7,31,1
train,2757,5,1,3,0,1,0,1,27,0,145,1,1,1059,1012,1,0,81,0,1,11,3,0,3,3
train,2758,5,2,3,0,1,0,1,24,1,0,0,0,2417,2354,0,0,148,0,4,163,0,6,29,4
