,,Education,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed,Marital_divorced,Marital_married,Marital_single,Communication_None,Communication_cellular,Communication_telephone,Outcome_NoPrev,Outcome_failure,Outcome_other,Outcome_success
train,2069,3,0,0,0,9,1,-1,0,3.3,16,0,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2070,3,0,0,0,12,3,100,5,3.1333333333333333,12,4,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
train,2071,3,0,1,1,18,2,-1,0,1.6166666666666667,17,4,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2072,3,0,1,0,30,10,-1,0,5.65,17,5,7,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,2073,3,0,0,0,13,2,-1,0,1.0,14,5,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2074,3,0,1,0,30,2,218,1,2.433333333333333,10,4,12,52,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,2075,1,0,1,0,14,3,-1,0,4.35,14,5,5,19,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2076,3,0,0,0,19,1,-1,0,2.2333333333333334,10,4,8,33,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2077,2,0,1,0,26,11,-1,0,13.133333333333333,9,3,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,2078,1,0,1,0,16,1,-1,0,12.383333333333333,12,5,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2079,2,0,1,0,20,3,-1,0,18.533333333333335,10,2,4,16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2080,3,0,1,0,6,1,-1,0,0.7,16,2,7,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2081,2,0,0,0,18,1,-1,0,1.95,17,3,8,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2082,3,0,1,0,11,2,-1,0,1.6666666666666667,9,6,9,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2083,1,0,1,0,14,4,-1,0,0.36666666666666664,16,5,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2084,2,0,0,0,1,1,348,1,3.8833333333333333,17,2,6,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2085,2,0,0,0,19,2,-1,0,6.05,17,5,11,46,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,2086,2,0,1,0,6,3,-1,0,2.9,15,4,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2087,2,0,1,0,26,6,-1,0,1.1666666666666667,10,3,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,2088,3,0,0,0,15,22,-1,0,1.4,15,6,5,19,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,2089,3,0,0,0,13,8,-1,0,14.183333333333334,16,5,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,2090,2,0,0,0,31,2,-1,0,4.8,10,6,7,30,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2091,2,0,1,0,6,1,-1,0,1.5,16,4,5,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,2092,2,0,0,0,12,6,-1,0,1.6666666666666667,14,4,8,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2093,3,0,1,0,12,1,79,3,2.5,15,4,8,32,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
train,2094,2,0,0,0,26,8,-1,0,7.85,11,4,8,34,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
train,2095,2,0,1,0,27,1,92,1,3.0166666666666666,9,2,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2096,3,0,1,1,16,1,-1,0,1.7666666666666666,12,5,7,28,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2097,3,0,1,0,21,2,-1,0,8.433333333333334,12,5,5,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2098,3,0,1,0,5,7,-1,0,0.13333333333333333,12,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,2099,3,0,0,0,2,2,84,1,2.716666666666667,16,3,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2100,2,0,1,0,15,7,360,7,0.16666666666666666,16,6,5,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
train,2101,3,0,0,1,26,3,-1,0,2.65,17,3,5,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2102,3,0,0,0,12,2,95,4,3.9833333333333334,12,6,6,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,2103,3,0,0,0,7,2,66,2,11.033333333333333,16,5,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
train,2104,2,0,1,0,7,2,289,5,0.4666666666666667,11,5,5,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,2105,1,0,1,0,11,2,-1,0,4.183333333333334,10,0,7,28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2106,3,0,1,0,4,2,91,3,6.533333333333333,13,2,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
train,2107,3,0,1,0,5,2,347,1,3.5166666666666666,15,3,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2108,2,0,0,1,22,1,185,1,3.0166666666666666,15,5,10,42,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
train,2109,2,0,0,0,26,2,-1,0,2.816666666666667,13,3,5,21,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,2110,3,0,1,0,3,1,20,1,3.1166666666666667,16,4,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
train,2111,2,0,0,0,13,2,92,3,4.266666666666667,11,6,11,45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
train,2112,3,0,1,1,29,1,-1,0,2.25,15,6,5,21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2113,1,0,1,0,18,2,-1,0,2.6666666666666665,14,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2114,2,0,0,0,22,3,-1,0,3.25,17,4,4,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,2115,3,0,1,0,6,2,169,3,1.4,16,4,5,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2116,2,0,1,0,30,1,-1,0,2.566666666666667,16,6,10,43,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2117,2,0,0,0,2,1,-1,0,7.166666666666667,11,1,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2118,2,0,1,0,16,3,-1,0,19.05,9,0,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2119,2,0,1,0,28,1,-1,0,3.433333333333333,13,5,5,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2120,1,0,1,0,2,4,-1,0,12.95,17,3,6,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2121,2,0,0,0,25,2,95,4,4.85,9,3,8,34,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2122,2,0,0,0,15,1,-1,0,3.6,16,3,9,37,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,2123,3,0,0,0,14,2,-1,0,4.65,13,5,5,19,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,2124,1,0,1,0,9,3,-1,0,0.35,11,0,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2125,2,1,0,0,6,2,-1,0,2.65,13,5,8,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2126,2,0,1,1,2,6,-1,0,5.283333333333333,17,3,6,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,2127,2,0,1,0,30,2,-1,0,2.216666666666667,10,5,7,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2128,3,0,1,0,5,3,-1,0,9.833333333333334,9,6,6,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2129,1,0,1,0,29,1,-1,0,2.2666666666666666,13,4,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2130,3,0,1,0,30,2,-1,0,25.0,13,0,5,22,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2131,2,0,0,0,9,1,90,1,4.383333333333334,9,2,11,45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
train,2132,2,0,1,1,18,6,-1,0,12.133333333333333,17,0,7,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2133,3,0,0,0,28,15,-1,0,0.2,13,6,8,34,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2134,1,0,1,1,17,3,318,1,3.3666666666666667,15,6,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2135,2,0,1,0,18,1,-1,0,1.1333333333333333,15,2,5,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train,2136,3,0,0,0,3,1,-1,0,3.45,15,2,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2137,2,0,1,0,20,8,-1,0,6.116666666666666,15,6,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,2138,2,0,0,1,20,3,-1,0,0.8,9,6,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2139,2,0,1,0,7,1,-1,0,7.7,11,5,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2140,2,0,1,0,7,1,359,1,1.1,9,5,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2141,2,0,1,0,17,5,-1,0,16.516666666666666,14,6,7,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2142,2,0,0,0,7,2,-1,0,0.9833333333333333,10,6,8,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2143,2,0,1,0,18,8,308,3,0.5333333333333333,10,2,5,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
train,2144,2,0,1,0,2,2,265,3,1.45,11,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train,2145,1,0,1,0,6,1,-1,0,0.2833333333333333,13,4,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2146,2,0,0,1,6,6,-1,0,4.783333333333333,17,5,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
train,2147,2,0,0,0,19,4,-1,0,4.7,17,6,6,24,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,2148,2,0,1,0,2,6,-1,0,10.083333333333334,12,3,6,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
train,2149,2,0,1,0,4,2,-1,0,6.766666666666667,16,5,6,22,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,2150,2,0,0,0,2,1,-1,0,7.016666666666667,11,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2151,3,0,1,0,19,3,-1,0,4.633333333333334,15,5,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2152,2,0,1,0,6,2,197,6,2.566666666666667,13,5,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,2153,3,0,1,0,21,4,-1,0,14.283333333333333,17,3,7,29,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
train,2154,3,0,0,0,11,3,95,6,7.716666666666667,17,1,10,41,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,2155,2,0,1,0,19,1,-1,0,4.416666666666667,10,3,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2156,2,0,1,0,20,1,-1,0,3.6,14,4,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2157,2,0,1,0,5,1,-1,0,0.7,11,6,6,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2158,3,0,0,0,28,5,-1,0,1.8333333333333333,12,6,8,34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2159,1,0,1,0,13,1,-1,0,15.033333333333333,9,4,5,19,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2160,3,0,1,0,23,1,-1,0,5.766666666666667,9,0,5,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2161,2,0,1,0,15,2,-1,0,9.983333333333333,13,6,5,19,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,2162,2,0,1,0,27,7,-1,0,2.7333333333333334,15,5,8,34,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2163,1,0,1,1,25,3,-1,0,15.766666666666667,11,0,7,30,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2164,2,0,1,0,29,1,241,1,6.516666666666667,12,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
train,2165,2,0,1,0,18,3,-1,0,5.2,16,2,5,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2166,2,0,1,1,7,4,168,3,1.55,14,5,5,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2167,1,0,1,0,25,5,-1,0,11.7,9,0,7,30,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,2168,2,0,0,0,12,1,91,5,4.416666666666667,13,4,8,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2169,2,0,1,0,27,1,-1,0,2.5166666666666666,13,4,5,21,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,2170,3,0,0,0,5,2,-1,0,3.8333333333333335,12,4,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2171,1,1,0,1,7,2,-1,0,1.5666666666666667,11,3,7,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,2172,2,0,1,0,9,1,-1,0,21.2,15,5,7,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2173,2,0,0,0,12,1,-1,0,4.016666666666667,17,5,11,45,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2174,2,0,1,0,18,1,-1,0,1.0166666666666666,14,4,11,46,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2175,1,0,0,0,12,2,-1,0,2.0166666666666666,16,4,8,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2176,2,0,0,0,31,5,-1,0,1.35,13,6,7,30,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2177,2,0,1,0,24,14,-1,0,1.6833333333333333,14,6,7,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
train,2178,2,0,1,0,14,1,-1,0,1.75,17,5,5,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2179,2,0,1,1,17,1,-1,0,5.8,9,3,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2180,2,0,1,0,19,1,169,2,9.316666666666666,10,5,11,46,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
train,2181,2,0,1,0,15,1,368,4,1.7666666666666666,17,6,5,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,2182,1,0,0,0,15,3,-1,0,2.8333333333333335,15,4,4,15,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train,2183,3,0,1,0,14,1,216,7,3.5166666666666666,11,2,9,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2184,1,0,1,0,29,9,-1,0,2.35,14,6,5,21,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2185,3,0,0,0,5,2,-1,0,3.3833333333333333,15,4,8,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2186,2,0,1,0,16,1,-1,0,5.433333333333334,11,0,5,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
train,2187,2,0,0,0,4,1,-1,0,3.033333333333333,16,5,6,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2188,2,0,1,0,29,1,259,2,17.1,9,4,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
train,2189,2,0,0,0,29,2,-1,0,1.1666666666666667,11,0,8,35,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2190,3,0,0,0,14,8,183,2,2.216666666666667,14,3,4,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,2191,3,0,0,0,2,3,322,1,3.1166666666666667,13,2,3,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
train,2192,3,0,0,0,10,1,-1,0,7.75,15,2,8,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
train,2193,2,0,0,1,7,3,-1,0,4.866666666666666,17,5,5,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2194,2,0,1,0,3,5,-1,0,0.21666666666666667,15,2,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2195,2,0,1,0,18,1,266,8,7.366666666666666,15,2,5,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,2196,2,0,0,0,22,2,-1,0,4.283333333333333,14,4,7,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
train,2197,2,0,1,0,16,1,-1,0,4.5,17,2,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2198,2,0,0,0,3,1,-1,0,8.95,14,3,11,44,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2199,1,0,1,0,31,7,-1,0,1.9,11,6,7,30,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2200,2,0,1,0,18,3,112,8,3.25,13,4,11,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
train,2201,2,0,0,0,14,1,-1,0,5.55,11,5,5,19,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
train,2202,3,0,1,0,21,2,-1,0,2.7333333333333334,12,5,5,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2203,2,0,0,0,20,1,-1,0,2.216666666666667,11,2,4,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2204,2,0,0,0,17,2,-1,0,11.6,15,3,11,46,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
train,2205,2,0,0,0,5,1,-1,0,25.716666666666665,13,6,6,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2206,2,0,0,0,17,1,-1,0,1.8,14,6,4,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2207,3,1,0,0,20,3,-1,0,1.25,13,6,11,46,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2208,1,0,0,0,10,3,-1,0,24.983333333333334,17,6,7,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2209,2,0,0,0,27,1,-1,0,13.666666666666666,10,4,5,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2210,3,0,1,0,19,2,-1,0,27.033333333333335,12,3,5,20,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train,2211,3,0,0,0,13,2,-1,0,6.7,13,5,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2212,2,0,0,0,30,5,-1,0,7.35,9,5,7,30,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
train,2213,2,0,1,0,5,2,272,1,6.683333333333334,10,4,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
train,2214,2,0,0,0,13,2,-1,0,4.933333333333334,11,6,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
train,2215,3,0,0,0,17,1,-1,0,3.6666666666666665,16,2,8,33,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2216,3,0,0,0,3,1,120,3,2.5833333333333335,14,5,12,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
train,2217,3,0,0,0,15,1,264,1,7.283333333333333,13,4,4,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2218,3,0,0,0,2,1,120,1,1.2333333333333334,15,3,6,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
train,2219,1,0,1,0,17,3,94,19,1.6833333333333333,10,4,6,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train,2220,2,0,0,0,27,2,179,3,7.1,13,2,4,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
train,2221,3,0,0,0,7,2,102,3,13.333333333333334,17,2,9,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
train,2222,2,0,0,0,30,1,80,1,7.283333333333333,14,5,4,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
train,2223,3,0,0,0,5,3,-1,0,2.1333333333333333,16,4,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
train,2224,2,0,0,0,20,1,-1,0,17.25,14,6,11,46,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2225,1,0,1,0,17,1,-1,0,9.283333333333333,17,6,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2226,2,0,0,0,11,1,-1,0,7.366666666666666,16,5,6,23,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
train,2227,3,0,1,0,30,3,-1,0,3.033333333333333,15,5,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
train,2228,3,0,1,1,18,1,183,2,0.8333333333333334,17,4,11,46,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train,2229,3,0,0,1,25,1,-1,0,5.366666666666666,16,5,6,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2230,1,0,1,0,4,3,-1,0,2.8333333333333335,16,5,6,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2231,3,0,1,0,25,2,35,4,6.9,14,2,5,21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
train,2232,3,0,0,0,11,2,-1,0,1.4,15,3,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
train,2233,1,0,1,0,16,3,-1,0,4.416666666666667,13,3,6,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
train,2234,1,0,0,0,14,2,-1,0,4.833333333333333,14,4,10,41,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
